,Label,Modelo 2,Modelo 1,Modelo 3,Modelo 4,Ensemble,Modelo 5,Modelo 6
69,0,0.22644684,0.29352278,0.24949214,0.17812258,0.29352278,0.010663778,0.00040322542
70,0,0.638525,0.58569646,0.19955656,0.18096176,0.638525,0.047209978,0.19335318
71,0,0.39742735,0.5545363,0.5053913,0.68050045,0.9621395,0.6554127,0.9621395
72,0,0.12466222,0.17376226,0.06922966,0.4201746,0.4201746,0.046334743,0.057702035
73,0,0.31151396,0.26731205,0.20926669,0.2852392,0.53981036,0.25098687,0.53981036
74,0,0.16157785,0.17882833,0.14518788,0.1154331,0.24268308,0.24268308,0.11290252
75,0,0.8621904,0.73906004,0.55503154,0.6359096,0.8621904,0.3289499,0.29919118
76,0,0.9108925,0.75714844,0.5656927,0.9136426,0.9935262,0.94845444,0.9935262
77,0,0.41237265,0.7682189,0.39465255,0.19499746,0.7682189,0.75220144,0.62518764
78,0,0.36758116,0.30265316,0.3077209,0.30669528,0.56819844,0.2610975,0.56819844
79,0,0.6871709,0.6274482,0.5082275,0.6475899,0.6871709,0.4045094,0.6753671
80,0,0.77219605,0.95540744,0.5894858,0.6476792,0.95540744,0.5031411,0.23004514
81,0,0.77268684,0.6194221,0.69552255,0.47642392,0.77268684,0.32789373,0.5295087
82,0,0.37805003,0.43718383,0.16307986,0.28341365,0.43718383,0.31590432,0.09886363
83,0,0.3274324,0.28598914,0.23671782,0.46748564,0.46748564,0.19876766,0.21341097
84,0,0.7624527,0.94584227,0.6485919,0.5043963,0.99996126,0.96557534,0.99996126
85,0,0.14795741,0.432039,0.31708443,0.26118094,0.432039,0.24695906,0.045788348
86,0,0.69300795,0.6279034,0.087448895,0.3474128,0.69300795,0.45378968,0.30999076
87,0,0.31841135,0.62478566,0.21847749,0.26614127,0.62478566,0.35619885,0.14242578
88,0,0.61897993,0.5139218,0.15187025,0.14430699,0.664441,0.664441,0.13751042
89,0,0.5688276,0.50808954,0.18442598,0.51636195,0.5688276,0.3247001,0.12638417
90,0,0.14528951,0.22056243,0.13018757,0.17158824,0.22056243,0.048451453,0.1491287
91,0,0.29706573,0.23181301,0.3124591,0.2727156,0.3124591,0.29357696,0.03302425
92,0,0.36739725,0.7314023,0.52170193,0.41833186,0.7314023,0.26416397,0.017834067
93,0,0.4537856,0.5555625,0.51357543,0.55512047,0.8099091,0.8099091,0.03821352
94,0,0.60476744,0.3016172,0.4285468,0.3263,0.60476744,0.07963979,0.16675794
95,0,0.78155756,0.70615596,0.5832181,0.58717036,0.78889596,0.71897435,0.78889596
96,0,0.6852252,0.7377882,0.64267355,0.7370088,0.9451188,0.7254368,0.9451188
97,0,0.72769,0.5395472,0.2640761,0.4250511,0.72769,0.56565297,0.26309273
98,0,0.71319133,0.68859464,0.5111574,0.36399984,0.71319133,0.64505565,0.6816736
99,0,0.6219289,0.5789633,0.30572927,0.47353917,0.6219289,0.208757,0.23305127
100,0,0.28773844,0.7023016,0.15882477,0.18549716,0.7023016,0.17431489,0.028339833
101,0,0.18301105,0.31822994,0.11739451,0.15890375,0.31822994,0.1559751,0.010735124
102,0,0.51504534,0.5009628,0.27246034,0.40721667,0.64277565,0.64277565,0.55443895
103,0,0.18200314,0.18020052,0.022269309,0.081263036,0.18200314,0.07031497,0.0066643357
104,0,0.20584261,0.3981749,0.1867708,0.2005359,0.3981749,0.33640802,0.0062351525
105,0,0.5276606,0.31527433,0.49243248,0.38069236,0.9263972,0.9263972,0.91332144
106,0,0.6526738,0.27761537,0.13400924,0.2462677,0.6526738,0.41730377,0.00036028028
107,0,0.2044099,0.24839082,0.14308447,0.25895378,0.26258385,0.26258385,0.10552308
108,0,0.085110724,0.25326544,0.09396654,0.2508992,0.3678702,0.14698157,0.3678702
109,0,0.06218964,0.1425476,0.054621935,0.16955477,0.16955477,0.06926742,0.036640316
110,0,0.6964307,0.41345546,0.32458782,0.3288538,0.9228035,0.9228035,0.014178753
111,0,0.6243352,0.53280574,0.16672704,0.65184164,0.832705,0.832705,0.58942807
112,0,0.093153566,0.1609669,0.06546301,0.15071261,0.18371806,0.18371806,0.011991262
113,0,0.2581523,0.28792173,0.23540503,0.14555764,0.28792173,0.21908858,0.005333841
114,0,0.24034882,0.27715254,0.13373941,0.24910939,0.27715254,0.09107643,0.06819609
115,0,0.23655635,0.24430948,0.13421112,0.22496882,0.24430948,0.23890468,0.033340216
116,0,0.34547818,0.30276033,0.24792093,0.23917189,0.34547818,0.20410922,0.23978966
117,0,0.26489216,0.26188767,0.13580114,0.15889394,0.26489216,0.21493974,0.20783532
118,0,0.19062352,0.39673245,0.012321085,0.17932013,0.39673245,0.12608069,0.0036852956
119,0,0.26877666,0.2404558,0.07189709,0.061095744,0.26877666,0.059224725,5.969405e-05
120,0,0.29522747,0.27355132,0.07777038,0.39845353,0.39845353,0.24931923,0.00051259995
121,0,0.19919422,0.25539947,0.008628428,0.11801866,0.25539947,0.08772746,0.0017287135
122,0,0.102461606,0.12203941,0.06271106,0.19440007,0.19440007,0.03304115,0.052499384
123,0,0.21635863,0.3358519,0.12680945,0.18987852,0.3358519,0.036401004,0.031662583
124,0,0.31748015,0.2961746,0.14702436,0.70685846,0.70685846,0.20503744,0.012451977
125,0,0.6927588,0.6486276,0.38342926,0.6129894,0.72386444,0.60183966,0.72386444
126,0,0.3746489,0.6814898,0.36300093,0.44742048,0.83269984,0.83269984,0.5931016
127,0,0.48579586,0.7712812,0.490301,0.70286393,0.80975163,0.6849056,0.80975163
128,0,0.3045801,0.24735525,0.0966267,0.07325962,0.3045801,0.06542486,0.001598537
129,0,0.27672637,0.5817139,0.1403783,0.18465191,0.5817139,0.3566451,0.09820974
130,0,0.31776017,0.24715102,0.22257775,0.084775716,0.31776017,0.16252688,0.01166442
131,0,0.09402159,0.16499355,0.073073536,0.044784576,0.16499355,0.072635025,0.0013299584
132,0,0.78992873,0.7993554,0.6381402,0.83749336,0.84002244,0.84002244,0.6106519
133,0,0.1477468,0.15814334,0.15374416,0.2023938,0.29802853,0.29802853,0.23915175
134,0,0.5460164,0.323608,0.06871408,0.62053347,0.62053347,0.3015318,0.00786978
135,0,0.30438578,0.48358214,0.26568684,0.18078274,0.48358214,0.18614498,0.112918824
136,0,0.26632506,0.4992383,0.18883502,0.22883016,0.9687717,0.9687717,0.41507837
137,0,0.2604097,0.26910067,0.12332255,0.19255051,0.26910067,0.11039558,0.11413005
138,0,0.14746782,0.20450947,0.08916059,0.03321311,0.20450947,0.11963266,0.00095558167
139,0,0.38021654,0.6153075,0.2344858,0.17823651,0.6153075,0.22977397,0.1297495
140,0,0.14083958,0.36097932,0.17003927,0.17553523,0.36097932,0.10575637,0.051045775
141,0,0.565136,0.3692477,0.2735955,0.28493032,0.61060977,0.61060977,0.023955196
142,0,0.2336638,0.6147548,0.23075294,0.5131623,0.6147548,0.13400063,0.0042998195
143,0,0.12635022,0.18608758,0.19155425,0.12354383,0.19155425,0.083352,0.035912633
144,0,0.15979105,0.23216358,0.10223785,0.22696474,0.23216358,0.106163085,6.407499e-05
145,0,0.31511724,0.31823123,0.27918056,0.46159318,0.46159318,0.21631461,0.2050541
146,0,0.2562902,0.25170934,0.1538325,0.22426534,0.30641294,0.19101325,0.30641294
147,0,0.25214797,0.23019502,0.15836084,0.20772994,0.25214797,0.048040897,0.06142938
148,0,0.18709914,0.37703767,0.1722531,0.26177377,0.37703767,0.27048427,0.20610549
149,0,0.2639564,0.6766388,0.23504937,0.5004965,0.6766388,0.34719878,0.5717597
150,0,0.112838656,0.18259546,0.09383893,0.28098387,0.32368362,0.32368362,0.151319
151,0,0.05538872,0.15833241,0.10442653,0.051808983,0.15833241,0.042231172,0.004036665
152,0,0.4534151,0.31203112,0.26333135,0.31693852,0.4534151,0.10150504,0.2582831
153,0,0.4612475,0.68845445,0.13030365,0.228138,0.68845445,0.17741147,0.008692384
154,0,0.6026007,0.86448807,0.6759887,0.8397603,0.94654727,0.94654727,0.5690591
155,0,0.551925,0.67763186,0.28001308,0.49695668,0.67763186,0.34097338,0.5807065
156,0,0.92280954,0.8258901,0.80370843,0.6516322,0.92280954,0.91458625,0.4650798
157,0,0.7495904,0.746108,0.49234128,0.6935008,0.7495904,0.60046417,0.248288
158,0,0.13082731,0.5534979,0.0979664,0.3140973,0.5534979,0.06491521,0.022274822
159,0,0.15496927,0.235573,0.19122943,0.25785118,0.25785118,0.060559362,0.011279553
160,0,0.57958883,0.4275446,0.48419294,0.3600625,0.5840253,0.3879949,0.5840253
161,0,0.27334717,0.19619638,0.118569285,0.21150693,0.27334717,0.18777078,0.15233597
162,0,0.15778527,0.22295344,0.088196605,0.12365249,0.22295344,0.120536566,0.010065138
163,0,0.10583636,0.28179374,0.243202,0.16759658,0.2977941,0.2977941,0.049987882
164,0,0.09631488,0.1934095,0.14000887,0.0937379,0.1934095,0.0053829253,0.032659948
165,0,0.24352661,0.23889917,0.1927045,0.35108867,0.35108867,0.04688731,0.090733826
166,0,0.025203705,0.11229661,0.06267756,0.016132325,0.11229661,0.0031862557,0.0003823638
167,0,0.095500946,0.19918251,0.19220117,0.33805424,0.33805424,0.2296159,0.006990701
168,0,0.41130418,0.6273587,0.017514795,0.33218533,0.6273587,0.23368394,0.0001977086
169,0,0.64230466,0.77553165,0.84881866,0.69908375,0.8655354,0.8655354,0.0025283396
170,0,0.7500577,0.8139138,0.5952664,0.72113264,0.89932007,0.89932007,0.3087027
171,0,0.027382284,0.26564163,0.033210874,0.07192689,0.26564163,0.08423984,0.0038939118
172,0,0.6200386,0.7084422,0.22665167,0.51314014,0.7084422,0.16011247,0.18117821
173,0,0.60537535,0.53880596,0.6202133,0.5343885,0.7376955,0.7376955,0.30211923
174,0,0.2877481,0.3110075,0.49461576,0.17725125,0.6860798,0.6860798,0.0119841695
175,0,0.83761984,0.52953535,0.35773158,0.4930793,0.83761984,0.76866454,0.13317987
176,0,0.7363852,0.5885321,0.7749477,0.7895019,0.95622444,0.6327387,0.95622444
177,0,0.4248689,0.2501554,0.42432272,0.31633413,0.4248689,0.25279623,0.2514351
178,0,0.6401957,0.33061188,0.38657013,0.41267383,0.6401957,0.27655536,0.10532665
179,0,0.40620556,0.5484538,0.3924289,0.35788786,0.5484538,0.20636162,0.25061268
180,0,0.6277725,0.46937314,0.46567684,0.23304567,0.6277725,0.28752267,0.20521519
181,0,0.3114186,0.26257366,0.15998006,0.20033893,0.3114186,0.12540913,0.040709764
182,0,0.33709383,0.21252796,0.07066628,0.09321213,0.33709383,0.15029481,0.041994303
183,0,0.27015197,0.20992348,0.3110568,0.30611253,0.3110568,0.11755949,0.21022537
184,0,0.3648721,0.21861961,0.21404037,0.43044192,0.72186834,0.11018959,0.72186834
185,0,0.14347228,0.19638845,0.14619932,0.14418212,0.24094063,0.24094063,0.09368554
186,0,0.50609374,0.4067992,0.12345362,0.35257447,0.78830296,0.78830296,0.57012403
187,0,0.104770154,0.17628515,0.0918158,0.19989118,0.19989118,0.05945769,0.011288136
188,0,0.16044968,0.14679813,0.21105585,0.23518729,0.23518729,0.103762954,0.12085053
189,0,0.44919068,0.5989221,0.5556655,0.51629347,0.5989221,0.5546599,0.092187345
190,0,0.59816384,0.67121625,0.3221676,0.29130754,0.81663865,0.81663865,0.68718964
191,0,0.17340276,0.21471521,0.06398547,0.21621278,0.21621278,0.061845332,0.10882011
192,0,0.16429666,0.20072138,0.02303192,0.07802391,0.20072138,0.08395985,0.028752148
193,0,0.1382789,0.4331379,0.13616425,0.09206161,0.4331379,0.11613047,0.0015777051
194,0,0.3799588,0.63658094,0.39127806,0.04109031,0.63658094,0.6340895,6.353855e-05
195,0,0.31167537,0.5380794,0.56216407,0.45920035,0.9776466,0.9776466,0.54891026
196,0,0.2044613,0.2970737,0.044011354,0.019837886,0.2970737,0.1401164,0.20072219
197,0,0.3439157,0.5441694,0.4102947,0.50069505,0.5441694,0.1936672,0.39750284
198,0,0.31998175,0.6383159,0.19034046,0.6837058,0.6837058,0.3331279,0.05429171
199,0,0.41565195,0.4687474,0.25401533,0.573909,0.573909,0.28737968,0.3321692
200,0,0.16977584,0.21833,0.49033347,0.31967765,0.49033347,0.16345274,0.16212097
201,0,0.22818726,0.30573034,0.26487204,0.5551519,0.5551519,0.24373376,0.11599535
202,0,0.2447851,0.18897843,0.29087502,0.28525436,0.33192706,0.33192706,0.22757697
203,0,0.15251404,0.20221084,0.15774864,0.16127175,0.20221084,0.044728816,0.04712227
204,0,0.18458816,0.16219193,0.09872991,0.14381105,0.18458816,0.047573477,0.086566776
205,0,0.53704876,0.35418332,0.18015262,0.33928388,0.53704876,0.16236463,0.2581858
206,0,0.17006171,0.16989222,0.077980936,0.14150545,0.20226943,0.20226943,0.023626477
207,0,0.23744285,0.30584526,0.17637989,0.14219743,0.55993384,0.55993384,0.49427447
208,0,0.17244321,0.18779412,0.13190454,0.1699186,0.18779412,0.14147559,0.058261782
209,0,0.28419662,0.31204647,0.18931141,0.23943782,0.4509738,0.2171652,0.4509738
210,0,0.16342953,0.23231494,0.31325948,0.25894544,0.31325948,0.27047902,0.13436887
211,0,0.30995837,0.28632867,0.18214169,0.25070602,0.30995837,0.13170129,0.21092069
212,0,0.09752607,0.12253618,0.04613799,0.07197443,0.12253618,0.042051107,0.0049364865
213,0,0.045339823,0.19107479,0.10531044,0.056836575,0.19107479,0.013509363,0.00021865964
214,0,0.16115537,0.20685148,0.05923468,0.14414275,0.20685148,0.03681007,0.05079347
215,0,0.23816368,0.1419222,0.10633135,0.15545473,0.23816368,0.015955955,0.022924602
216,0,0.3023486,0.30149174,0.29276228,0.22322279,0.3023486,0.050065726,0.008150935
217,0,0.6314316,0.7154267,0.4844708,0.36512312,0.82752347,0.5245614,0.82752347
218,0,0.2360791,0.53460866,0.20706722,0.65364414,0.65364414,0.26473403,0.04585761
219,0,0.37508896,0.3391223,0.29728198,0.5975044,0.7360414,0.7360414,0.04254031
220,0,0.8558762,0.98959523,0.82814175,0.9993086,0.99998474,0.98875165,0.99998474
221,0,0.7221967,0.41951436,0.07174027,0.21362361,0.7221967,0.3805918,0.2533068
222,0,0.31861946,0.31254983,0.3855743,0.20943189,0.3855743,0.07033026,0.055756718
223,0,0.32739046,0.28552935,0.26551354,0.8488956,0.8488956,0.06503561,0.085838705
224,0,0.4673015,0.27987105,0.24360621,0.49341252,0.49341252,0.21859467,0.029453784
225,0,0.28131682,0.25207597,0.28599674,0.33130205,0.33130205,0.23520595,0.1922783
226,0,0.23363858,0.23754793,0.12230256,0.11984432,0.23754793,0.17895427,0.013361871
227,0,0.3800649,0.24735546,0.16117293,0.45891872,0.45891872,0.37195516,0.067602426
228,0,0.3200508,0.22805119,0.25335333,0.28388584,0.3200508,0.3107133,0.07772878
229,0,0.050885737,0.21318042,0.08677769,0.047389627,0.21318042,0.024946123,0.011148453
230,0,0.30074823,0.23813689,0.069559306,0.12964979,0.30074823,0.044232726,0.251291
231,0,0.17217144,0.22706467,0.25919533,0.16365203,0.25919533,0.16158801,0.09987405
232,0,0.12053591,0.21456927,0.07701099,0.15651372,0.21456927,0.063322425,0.18188864
233,0,0.07264593,0.15779641,0.07676831,0.14199507,0.15779641,0.03286338,0.006708175
234,0,0.5787865,0.5466776,0.35925725,0.48064455,0.5787865,0.2920887,0.015463591
235,0,0.8338815,0.73604566,0.8140973,0.83315086,0.97879833,0.58199143,0.97879833
236,0,0.20700175,0.28097618,0.08917627,0.4825005,0.9036075,0.9036075,0.007019222
237,0,0.34266683,0.6247846,0.3260687,0.17853168,0.9125142,0.9125142,0.065837085
238,0,0.21074462,0.16359761,0.11454475,0.16267562,0.21074462,0.10232228,0.014698178
239,0,0.084257275,0.20104453,0.012271732,0.037996262,0.20104453,0.13931745,3.6656857e-06
240,0,0.26417673,0.32341903,0.16867739,0.32142705,0.34200013,0.34200013,0.0076063275
241,0,0.57165796,0.52575856,0.39974275,0.2622764,0.6520399,0.21049702,0.6520399
242,0,0.6727589,0.49569845,0.15698066,0.24012506,0.6727589,0.08622882,0.14495325
243,0,0.5960753,0.627765,0.6240499,0.87005746,0.87005746,0.18932006,0.06087798
244,0,0.5468677,0.7288634,0.3649562,0.546325,0.7288634,0.56497353,0.17201108
245,0,0.4700833,0.538187,0.44538128,0.36699784,0.7499015,0.7499015,0.32590178
246,0,0.0737015,0.34283537,0.079568,0.070017904,0.34283537,0.04107997,0.003271103
247,0,0.9554953,0.5886708,0.93886864,0.916617,0.99759054,0.99759054,0.6214213
248,0,0.4296247,0.29076064,0.20714033,0.3720264,0.4296247,0.333964,0.12855068
249,0,0.08625569,0.36845008,0.093705095,0.18429595,0.36845008,0.24510372,8.8652974e-05
250,0,0.028567165,0.45512444,0.09463248,0.22482923,0.45512444,0.028597385,8.374453e-06
251,0,0.22189876,0.23380765,0.30574617,0.2622676,0.3669828,0.3669828,0.30420238
252,0,0.2917319,0.33769622,0.22363901,0.16021559,0.3636269,0.3636269,0.15008205
253,0,0.3767234,0.3553213,0.5621903,0.30211496,0.5621903,0.1506924,0.5444081
254,0,0.649791,0.6214004,0.48395675,0.33633512,0.649791,0.60465354,0.6280967
255,0,0.51692796,0.5464426,0.57569075,0.29412782,0.6460316,0.6460316,0.62791884
256,0,0.07876545,0.20778733,0.16141856,0.05157423,0.20778733,0.110411674,0.0019408464
257,0,0.66729844,0.3699491,0.3070471,0.0944227,0.7191701,0.7191701,0.101932496
258,0,0.03578669,0.22423396,0.20381853,0.10617396,0.22423396,0.0094893575,0.00064983964
259,0,0.27278394,0.4016,0.24349362,0.23024538,0.4162234,0.28544796,0.4162234
260,0,0.5992431,0.5953007,0.28336835,0.6496217,0.6496217,0.6286757,0.2952016
261,0,0.28693068,0.357284,0.18633363,0.32994288,0.7778319,0.7778319,0.2559095
262,0,0.5300935,0.6722406,0.11616254,0.41298488,0.7485204,0.7485204,0.64780307
263,0,0.4203517,0.26170182,0.2896723,0.23231784,0.5676864,0.5676864,0.031091005
264,0,0.69341075,0.6204705,0.4520592,0.68934953,0.69341075,0.6758807,0.29351848
265,0,0.11851686,0.113630295,0.107530236,0.037382364,0.11851686,0.01210773,0.00013574958
266,0,0.08831051,0.17706582,0.17809594,0.10984066,0.17809594,0.10657033,2.5570393e-05
267,0,0.12555882,0.17125484,0.0912433,0.09912774,0.20664403,0.20664403,0.01995036
268,0,0.053538352,0.24284369,0.04454592,0.095650345,0.24284369,0.034478247,0.024734408
269,0,0.31544018,0.25377637,0.14512268,0.16439286,0.3517875,0.3517875,0.013230979
270,0,0.7835899,0.48028985,0.47276473,0.2066839,0.9989366,0.60535914,0.9989366
271,0,0.39836144,0.49677688,0.24513084,0.22982767,0.7165418,0.15581125,0.7165418
272,0,0.9079068,0.8983667,0.7691113,0.8994839,0.9989814,0.99089843,0.9989814
273,0,0.7981134,0.5459488,0.45300755,0.7276166,0.7981134,0.36829376,0.77999634
274,0,0.1557934,0.24140772,0.15465498,0.16790053,0.24140772,0.14459082,0.18544993
275,0,0.34160927,0.39009658,0.28521,0.6142273,0.6142273,0.2649135,0.27689528
276,0,0.05992201,0.17477149,0.08382714,0.111555934,0.17477149,0.06501827,0.0024022758
277,0,0.20966336,0.45008585,0.24461615,0.034184366,0.45008585,0.016309172,0.0052073
278,0,0.2571962,0.5155526,0.28435376,0.07366732,0.5155526,0.1450685,0.006925881
279,0,0.30460775,0.3500212,0.18453276,0.24505973,0.3500212,0.15271479,0.06538513
280,0,0.31140465,0.75255096,0.5019541,0.37117344,0.75255096,0.17966318,0.09015441
281,0,0.31140465,0.75255096,0.5019541,0.37117344,0.75255096,0.17966318,0.09015441
282,0,0.2897967,0.20863232,0.09034005,0.08976179,0.2897967,0.23554033,0.0005553067
283,0,0.2875714,0.2341727,0.31216604,0.21411768,0.31216604,0.14321563,0.10722858
284,0,0.25297508,0.21246332,0.11660868,0.18433863,0.25297508,0.21060014,0.22391787
285,0,0.14671811,0.27094573,0.19997287,0.16979086,0.27094573,0.10789159,0.11811566
286,0,0.18111041,0.116436064,0.11515543,0.12703565,0.23308498,0.05371666,0.23308498
287,0,0.38092762,0.29992598,0.17225441,0.16698408,0.38092762,0.0664852,0.012735248
288,0,0.5659241,0.5809979,0.3609348,0.39999753,0.73217493,0.73217493,0.092000365
289,0,0.22000128,0.14463419,0.07505211,0.10913515,0.24176967,0.09792295,0.24176967
290,0,0.30332285,0.372631,0.20072871,0.19084606,0.372631,0.12259984,0.0041799545
291,0,0.21807027,0.46147263,0.21812996,0.20024264,0.46147263,0.24679914,0.18460006
292,0,0.062095463,0.23562106,0.11123246,0.037226588,0.23562106,0.1098679,0.032993138
293,0,0.097670436,0.17852935,0.029409587,0.032971352,0.17852935,0.025864959,0.009277612
294,0,0.2650252,0.3368551,0.24177474,0.16675872,0.3368551,0.18723997,0.016713828
295,0,0.20788148,0.13914937,0.06612486,0.11069098,0.25059307,0.051758915,0.25059307
296,0,0.07478887,0.1768153,0.11027226,0.044852287,0.1768153,0.068231165,0.120229304
297,0,0.4085792,0.46737602,0.3191748,0.13289374,0.46737602,0.4608247,0.1089921
298,0,0.5661771,0.39101028,0.2780449,0.30467558,0.5661771,0.44453362,0.4777048
299,0,0.19024694,0.25593108,0.08603857,0.13989231,0.25593108,0.0140844695,0.0012751798
300,0,0.19312403,0.34271157,0.17889363,0.08660072,0.34271157,0.07595089,0.035050005
