ID;Tipo;Height;Width
1539806;dog;480;360
1597977;cat;300;400
1985706;dog;417;333
1413720;dog;300;225
1231832;dog;300;400
1575185;cat;479;639
1503009;dog;300;400
1683442;cat;265;400
1302964;cat;480;297
1801455;dog;400;300
1001238;cat;480;360
1016866;cat;400;400
1785486;cat;400;300
1152250;dog;480;360
1024007;dog;300;400
1810004;dog;334;224
1508159;dog;400;300
1980564;cat;480;640
1067523;cat;300;400
1490937;cat;300;400
1637758;dog;400;300
1054611;dog;400;300
1317606;dog;480;640
1735569;dog;480;360
1066107;dog;480;360
1862781;dog;300;400
1545522;cat;480;360
1884779;cat;389;640
1444180;dog;480;270
1388998;cat;640;640
1008060;dog;480;360
1140836;cat;480;360
1878537;dog;259;387
1766562;dog;480;360
1853922;dog;400;299
1401385;cat;300;400
1654486;dog;400;300
1055080;dog;480;640
1773961;cat;480;360
1468288;dog;312;400
1991261;dog;480;360
1582677;cat;300;400
1744040;cat;360;640
1102449;cat;300;400
1075687;cat;480;640
1820982;cat;300;400
1481309;dog;640;640
1285848;dog;300;400
1385564;cat;400;295
1293478;dog;300;400
1246640;dog;300;400
1424114;dog;300;400
1702641;dog;400;300
1543736;dog;480;640
1627135;dog;480;270
1631068;dog;458;639
1945458;cat;300;400
1984359;cat;480;640
1398516;dog;480;270
1369390;cat;480;640
1852831;cat;480;640
1937927;cat;295;400
1127564;cat;300;400
1844146;dog;480;406
1034045;dog;478;640
1776553;dog;300;400
1290608;dog;299;400
1058516;cat;400;357
1098144;dog;640;640
1412861;cat;225;400
1165231;dog;425;640
1761366;dog;400;225
1791612;dog;300;400
1630578;cat;400;300
1641746;dog;360;203
1849950;cat;400;300
1255388;cat;400;300
1832955;cat;480;360
1884801;dog;266;400
1979484;cat;400;267
1196634;dog;300;400
1517422;dog;400;300
1639659;cat;240;320
1989243;dog;482;640
1136452;cat;360;640
1970249;dog;480;640
1141482;cat;480;270
1832081;cat;480;319
1543984;dog;400;268
1453856;cat;360;640
1477013;dog;400;338
1015083;dog;480;480
1600073;dog;427;640
1816034;cat;400;268
1948317;dog;209;400
1767495;cat;300;400
1631981;cat;480;640
1063719;cat;300;400
1171202;cat;400;300
1878473;dog;300;400
1223745;cat;400;221
1313808;dog;400;300
1368245;cat;480;640
1484662;cat;400;383
1618724;cat;300;400
1130170;dog;480;360
1697922;cat;359;399
1018447;dog;266;400
1746402;cat;480;245
1787797;dog;480;360
1078491;dog;120;90
1516249;cat;300;400
1208888;cat;400;300
1944353;cat;480;360
1311547;dog;480;640
1788293;cat;480;360
1172269;cat;300;400
1788454;dog;480;360
1447618;dog;360;203
1662803;dog;360;639
1760082;cat;480;270
1826937;cat;300;400
1464694;dog;300;400
1876710;cat;480;360
1094656;dog;400;300
1581099;dog;395;640
1665676;cat;400;300
1659308;cat;300;400
1211929;dog;400;300
1522764;cat;283;400
1441855;dog;300;400
1711088;dog;300;400
1522672;dog;267;400
1458478;dog;480;359
1172007;cat;300;400
1957506;dog;400;300
1294726;dog;480;640
1466548;dog;400;300
1850159;cat;400;300
1036281;dog;480;332
1506335;dog;300;400
1574830;dog;640;640
1498517;dog;480;640
1520759;dog;427;640
1701496;dog;480;360
1683366;cat;480;360
1673284;dog;300;400
1011390;cat;480;359
1615296;dog;480;360
1455710;dog;480;270
1631957;dog;640;640
1008780;cat;400;300
1757781;dog;480;377
1956372;cat;239;400
1867176;dog;480;360
1188603;cat;400;332
1587324;dog;480;270
1969788;cat;300;400
1883751;dog;377;400
1169211;dog;240;320
1296987;cat;400;300
1353248;cat;400;300
1690555;cat;300;400
1085833;cat;300;400
1712421;dog;300;400
1439932;cat;300;400
1752277;cat;300;400
1424383;dog;153;204
1174033;cat;266;400
1213108;dog;266;400
1794250;dog;400;300
1374774;dog;300;400
1768302;cat;225;400
1157541;cat;480;640
1680184;cat;271;400
1229629;dog;400;225
1934464;cat;300;400
1940429;cat;266;400
1611261;cat;266;400
1578806;dog;300;400
1366755;cat;480;320
1680227;cat;305;400
1811065;dog;400;300
1644118;dog;480;270
1300055;cat;300;400
1715704;dog;480;270
1327480;cat;480;362
1612896;dog;400;346
1281524;cat;480;360
1512049;dog;480;360
1104531;dog;480;359
1223344;dog;300;400
1606990;dog;480;318
1096548;dog;568;639
1274238;dog;480;640
1313759;dog;400;300
1289909;cat;480;360
1385681;cat;300;400
1224885;cat;300;400
1842551;cat;300;400
1704806;dog;400;300
1430903;cat;300;400
1209003;dog;266;400
1072622;cat;400;300
1916295;cat;400;300
1761133;dog;478;357
1732969;dog;479;271
1229329;dog;400;300
1471705;cat;400;400
1329609;cat;361;400
1413564;cat;300;400
1102215;dog;360;640
1471119;dog;400;376
1287066;cat;480;640
1860772;cat;480;356
1052927;dog;480;389
1575322;dog;480;360
1842946;cat;425;640
1348647;cat;300;400
1744334;cat;640;640
1297839;cat;384;230
1265815;cat;400;267
1830985;cat;300;400
1671171;cat;265;400
1361353;dog;400;300
1516510;cat;300;400
1703522;cat;300;400
1002229;dog;300;400
1957033;cat;480;640
1092370;dog;480;384
1523281;dog;299;400
1309849;cat;300;400
1096929;cat;225;400
1158334;dog;266;400
1245610;dog;287;400
1799689;cat;400;300
1622151;dog;300;400
1143106;dog;400;300
1491356;cat;480;640
1794720;cat;480;360
1312720;dog;285;400
1702240;dog;300;400
1767363;cat;400;299
1546473;dog;91;109
1757000;dog;300;400
1487222;cat;300;400
1170262;cat;360;640
1973588;cat;480;360
1323723;dog;300;400
1766629;dog;360;203
1697595;cat;399;238
1512315;dog;210;400
1464636;dog;480;270
1816454;dog;300;225
1564138;dog;480;270
1347462;dog;267;400
1419606;cat;400;267
1329282;dog;400;300
1173945;dog;150;113
1572170;dog;300;400
1427726;dog;300;400
1871581;dog;400;299
1465186;cat;300;400
1377617;dog;300;400
1960225;dog;480;360
1403909;dog;266;400
1521527;cat;480;360
1653918;cat;300;400
1298062;dog;480;360
1765465;cat;360;640
1282783;cat;300;400
1381520;dog;225;127
1372072;cat;300;400
1255878;cat;480;640
1357730;cat;360;203
1836921;cat;279;400
1059863;dog;480;360
1615530;dog;267;400
1994422;cat;480;360
1350007;cat;400;308
1219493;dog;400;300
1550821;cat;474;640
1484852;dog;480;270
1443557;cat;400;225
1011355;dog;400;300
1498685;dog;480;360
1828212;dog;300;400
1006236;dog;480;360
1361320;cat;241;400
1660079;cat;239;400
1347139;cat;480;360
1973956;dog;480;640
1805197;dog;480;640
1590533;dog;400;225
1454034;cat;480;640
1003251;cat;480;426
1693655;cat;480;640
1027956;dog;480;640
1904130;cat;225;399
1895698;cat;314;639
1331124;cat;360;640
1069464;cat;480;320
1123782;cat;267;400
1540528;cat;480;442
1931093;cat;300;400
1328681;dog;400;300
1420203;cat;427;640
1222685;cat;400;299
1200461;dog;400;400
1596551;dog;266;400
1513323;cat;266;400
1198772;cat;480;360
1775560;cat;300;400
1624278;cat;480;360
1683918;cat;400;300
1214729;cat;480;270
1509535;dog;400;225
1993942;dog;480;270
1211404;cat;428;639
1089697;cat;300;400
1872745;dog;480;360
1315118;cat;487;640
1824987;dog;231;400
1669256;dog;400;267
1897696;cat;300;400
1546193;dog;400;239
1734682;cat;300;400
1265266;dog;400;300
1483422;cat;360;640
1630648;dog;400;299
1099487;dog;400;300
1469779;dog;279;400
1677447;cat;400;300
1736271;dog;480;350
1604606;dog;480;360
1988612;dog;480;360
1370048;dog;300;400
1523708;dog;300;400
1362593;cat;300;400
1141929;cat;300;400
1072104;dog;300;400
1612906;dog;343;245
1550393;cat;400;300
1253278;cat;300;400
1236888;dog;266;399
1453468;dog;480;640
1430807;dog;480;360
1311552;cat;300;400
1376101;dog;480;271
1719389;cat;480;320
1967260;cat;300;400
1457252;dog;480;640
1914045;cat;478;640
1485224;dog;480;360
1264381;dog;300;400
1808176;dog;480;360
1236061;dog;400;300
1205149;cat;480;360
1037498;dog;217;203
1387493;dog;400;322
1993104;cat;400;225
1325669;dog;266;400
1972271;dog;360;203
1480755;dog;480;640
1459152;cat;480;360
1655668;cat;299;400
1250598;dog;480;270
1404161;dog;400;300
1943614;cat;434;640
1077413;cat;300;400
1407123;cat;480;360
1618489;cat;480;467
1666122;cat;240;400
1154058;cat;400;300
1374179;cat;300;400
1068632;dog;314;400
1098286;dog;400;300
1272035;dog;360;640
1210125;cat;480;360
1195892;dog;479;271
1564164;dog;480;360
1724278;dog;299;400
1161474;dog;400;233
1214828;cat;337;400
1832875;dog;480;270
1479826;cat;225;400
1230022;dog;300;400
1274657;dog;400;300
1834118;dog;225;400
1178991;dog;400;300
1231386;dog;300;400
1690846;cat;480;640
1279948;cat;300;400
1493701;dog;640;640
1825438;cat;300;400
1596570;dog;480;360
1983063;dog;400;300
1387667;cat;640;640
1030376;dog;480;360
1077937;cat;400;268
1518873;dog;300;400
1601879;cat;300;400
1491714;cat;300;400
1026875;dog;300;400
1321418;dog;300;400
1203820;dog;384;384
1915390;cat;480;640
1940960;cat;300;400
1367084;cat;480;360
1048648;dog;300;400
1161685;cat;480;457
1368529;cat;480;640
1086405;cat;300;400
1228105;dog;266;400
1452518;cat;300;400
1591535;dog;300;400
1536089;dog;480;360
1686001;dog;300;225
1719214;dog;300;400
1300606;dog;360;640
1278127;cat;400;300
1584261;dog;300;400
1771478;cat;427;640
1279484;cat;300;400
1198657;dog;225;127
1587063;dog;300;400
1553181;dog;480;640
1634901;cat;267;400
1010168;dog;400;293
1629771;dog;300;400
1632830;dog;400;337
1039909;dog;480;377
1736981;dog;400;300
1156219;dog;480;640
1507787;cat;480;317
1010034;dog;480;427
1252341;cat;360;640
1411230;cat;400;300
1476877;dog;400;292
1253986;cat;300;400
1585004;cat;427;640
1805326;cat;480;270
1644050;dog;480;304
1441622;cat;300;400
1346661;dog;400;400
1841154;dog;400;267
1625965;dog;480;270
1193358;dog;400;400
1031217;dog;299;400
1151559;dog;400;300
1825920;dog;482;640
1166851;dog;399;213
1501017;dog;267;400
1125982;dog;400;299
1568647;dog;427;640
1021922;cat;480;640
1240903;dog;480;270
1183167;cat;400;300
1374299;dog;480;640
1644277;dog;300;400
1667167;cat;225;400
1975282;dog;400;300
1198364;dog;400;299
1143117;dog;480;270
1675144;dog;300;400
1207477;cat;225;127
1980819;dog;480;360
1168235;dog;480;270
1673852;cat;300;400
1022193;dog;400;299
1981723;dog;480;288
1214143;cat;300;400
1136013;dog;244;400
1091043;cat;263;399
1742190;cat;300;400
1295735;dog;360;640
1978460;dog;400;300
1969923;dog;480;270
1747089;dog;480;342
1260923;cat;480;640
1585251;dog;300;400
1292220;dog;300;400
1662982;cat;480;360
1126871;cat;400;314
1741327;dog;480;360
1536232;cat;300;400
1431663;dog;300;400
1571828;dog;480;640
1496934;cat;427;640
1546403;cat;400;300
1282248;dog;400;300
1858323;dog;480;640
1444274;dog;480;640
1521149;cat;480;640
1365011;dog;300;400
1232855;cat;428;639
1335865;dog;480;640
1495361;cat;360;203
1826661;dog;480;270
1991297;cat;360;640
1701805;cat;480;360
1553601;cat;480;360
1760940;cat;480;640
1446708;dog;480;360
1624011;dog;480;360
1996925;cat;400;300
1424015;dog;300;400
1703846;dog;480;360
1105075;dog;400;258
1742128;cat;480;480
1351076;cat;478;640
1235962;dog;300;225
1464877;cat;267;400
1214492;dog;300;400
1269003;dog;360;640
1923724;dog;299;400
1524603;cat;300;400
1961508;dog;480;270
1141056;dog;225;127
1859664;dog;480;640
1822373;cat;514;640
1162470;cat;343;400
1775537;dog;480;360
1241742;cat;400;265
1662758;cat;480;360
1113132;cat;269;400
1305192;cat;300;400
1450688;cat;300;400
1279348;dog;480;360
1546490;dog;480;640
1523281;dog;480;360
1498511;dog;400;275
1361318;cat;360;640
1797486;dog;400;400
1919825;dog;400;299
1139391;dog;480;360
1889944;dog;360;203
1827040;cat;400;300
1940416;dog;640;640
1239455;cat;480;360
1799517;dog;300;400
1416077;dog;300;400
1020646;dog;480;360
1875642;dog;480;437
1759339;cat;400;300
1771596;cat;300;400
1117014;cat;480;640
1419620;dog;480;270
1780850;dog;300;400
1496499;dog;166;221
1652316;dog;377;400
1104867;cat;480;360
1744018;dog;300;225
1583423;cat;300;400
1887293;dog;400;300
1062201;dog;300;225
1212304;dog;300;400
1779765;cat;640;480
1769768;dog;299;400
1723259;cat;300;400
1303621;dog;300;400
1319792;dog;300;400
1054353;cat;300;400
1172942;cat;300;400
1575092;dog;480;360
1135687;dog;300;400
1640952;dog;400;300
1948446;cat;360;203
1425564;cat;300;400
1154982;cat;300;400
1642637;cat;480;360
1285299;dog;480;320
1167500;dog;298;400
1512743;dog;640;640
1885681;dog;354;354
1124204;cat;300;400
1756719;dog;480;359
1616913;cat;309;399
1629273;dog;480;360
1594101;dog;360;270
1798094;dog;360;203
1375256;dog;640;640
1350859;cat;480;360
1223425;cat;480;360
1124632;cat;480;640
1718103;cat;300;400
1558995;dog;300;400
1909227;cat;266;400
1082399;cat;480;640
1808824;cat;480;360
1523928;dog;400;300
1271373;dog;480;360
1076928;dog;400;300
1313441;dog;480;316
1663164;cat;300;400
1255129;dog;575;640
1587185;dog;300;400
1489095;cat;300;400
1146676;cat;480;640
1249950;dog;225;400
1302904;dog;480;360
1997560;dog;300;400
1903909;cat;400;300
1768143;dog;640;640
1703961;dog;400;243
1611656;cat;640;640
1151180;cat;232;400
1907527;cat;300;400
1762816;cat;480;360
1227131;cat;300;400
1065831;dog;400;225
1478313;cat;480;277
1581048;dog;400;267
1514606;cat;478;640
1275412;cat;480;240
1987860;dog;300;400
1713796;cat;300;400
1002390;cat;400;300
1084811;cat;300;400
1224270;cat;272;400
1413183;cat;520;640
1895041;dog;400;300
1664836;cat;400;300
1895472;cat;640;640
1896643;dog;400;300
1678878;dog;335;400
1877499;cat;300;400
1879305;dog;400;285
1276975;cat;283;399
1438354;cat;480;365
1016824;dog;480;360
1600878;cat;400;299
1965312;dog;480;360
1180638;dog;360;640
1137367;cat;480;640
1580212;cat;480;360
1582694;dog;400;324
1403802;cat;300;400
1013246;dog;384;384
1445425;dog;400;300
1984730;dog;300;400
1701554;cat;400;225
1748626;cat;400;300
1958292;dog;400;299
1727308;dog;266;400
1235979;dog;480;349
1156948;cat;300;400
1228479;dog;300;400
1876830;dog;640;640
1051947;cat;400;299
1988364;dog;480;360
1271866;dog;300;400
1969455;dog;419;480
1916085;cat;300;400
1846175;dog;480;360
1629976;dog;480;360
1285672;dog;400;300
1908218;dog;480;640
1762338;dog;480;360
1598608;cat;346;400
1311933;dog;480;270
1894752;dog;457;500
1628801;dog;300;400
1990617;cat;480;420
1347569;cat;400;300
1323297;dog;480;355
1924302;dog;480;640
1315605;cat;300;400
1912405;dog;266;400
1703685;dog;400;362
1292247;cat;267;400
1592255;cat;400;300
1374864;dog;480;296
1120494;dog;417;606
1779157;cat;480;360
1965941;dog;480;640
1916610;dog;300;400
1864525;cat;640;640
1493500;dog;480;360
1709466;dog;400;266
1050503;cat;427;640
1537127;cat;360;640
1511844;dog;269;400
1110339;dog;282;400
1468608;dog;360;203
1065957;cat;480;360
1260440;dog;300;400
1721814;dog;225;400
1544606;cat;300;400
1434709;dog;480;360
1583105;dog;480;640
1429608;dog;360;640
1129818;dog;480;360
1851051;dog;266;400
1494246;dog;340;400
1327123;dog;480;360
1410263;cat;300;400
1067544;cat;300;400
1490487;cat;300;400
1499476;cat;480;360
1448944;dog;480;640
1784835;cat;480;360
1914519;dog;400;300
1213854;dog;300;400
1764261;cat;480;640
1844650;dog;300;400
1302999;dog;360;203
1858868;dog;400;300
1922248;cat;479;640
1723865;cat;400;300
1141226;cat;480;270
1284558;dog;120;160
1980505;dog;400;299
1273877;cat;480;441
1899334;cat;300;400
1696544;cat;480;360
1402299;dog;225;400
1262103;dog;400;300
1259249;dog;480;270
1933571;dog;300;400
1972130;dog;506;639
1199739;cat;299;400
1598210;cat;400;299
1832784;cat;400;300
1977922;cat;267;400
1824418;dog;300;400
1132641;dog;480;360
1835296;dog;300;400
1899836;dog;480;360
1933601;cat;235;314
1041933;cat;511;640
1809714;dog;400;400
1929915;dog;400;300
1811526;dog;400;300
1901144;cat;298;400
1754180;dog;300;400
1462372;cat;422;639
1130700;cat;427;640
1595952;dog;419;640
1734785;cat;480;640
1617660;cat;360;640
1903199;cat;300;400
1304821;dog;480;270
1980087;cat;400;300
1049642;cat;624;640
1720783;dog;480;360
1611506;dog;480;640
1343919;cat;480;360
1903376;cat;400;225
1054171;dog;300;400
1332142;dog;300;400
1468054;cat;320;240
1217084;dog;480;360
1045538;dog;300;400
1367902;dog;301;400
1789661;cat;300;400
1631711;dog;480;360
1692393;cat;400;300
1407786;dog;338;245
1445422;dog;400;299
1535055;cat;524;640
1328972;cat;400;400
1282405;dog;360;640
1672182;dog;300;400
1721591;dog;399;299
1454861;cat;400;300
1114566;cat;400;400
1198672;cat;480;270
1465318;cat;300;400
1822236;dog;480;270
1260704;cat;300;400
1136588;cat;300;400
1464552;dog;300;400
1373319;dog;300;400
1961515;dog;400;300
1378594;dog;300;400
1535650;cat;300;400
1094273;dog;261;400
1691754;dog;300;400
1688419;cat;300;400
1393566;cat;480;356
1168471;cat;225;399
1147419;dog;480;640
1744825;cat;300;400
1541127;dog;480;480
1773302;dog;300;400
1634367;cat;480;640
1955988;dog;480;360
1272769;dog;300;400
1328206;dog;266;400
1904044;dog;240;212
1515656;cat;400;385
1851660;cat;300;400
1848353;dog;300;400
1079545;cat;300;400
1267709;cat;299;400
1172736;dog;400;300
1221820;dog;300;400
1311444;dog;300;400
1897141;cat;545;640
1238791;cat;360;640
1272336;dog;400;300
1421519;cat;300;400
1545118;dog;360;640
1572432;dog;400;300
1736571;cat;360;203
1655699;dog;400;300
1918017;dog;480;320
1762337;dog;480;360
1170584;dog;300;400
1090944;dog;300;400
1378781;cat;480;640
1041329;dog;480;270
1098900;dog;480;296
1106547;cat;300;400
1470339;dog;479;312
1690379;dog;400;240
1088508;dog;166;221
1914432;cat;300;400
1854637;cat;480;360
1044866;cat;400;300
1252069;cat;360;640
1672787;dog;300;400
1815165;cat;360;640
1442246;cat;300;400
1679470;dog;480;366
1534990;dog;300;400
1423839;dog;400;320
1439882;cat;300;400
1324305;cat;302;400
1916682;dog;480;360
1400349;dog;478;640
1698088;dog;400;300
1796337;cat;551;640
1416774;dog;300;400
1837455;cat;400;300
1099844;dog;480;270
1709096;dog;400;300
1081712;dog;400;353
1020989;cat;269;400
1132380;dog;480;270
1096577;dog;272;400
1595231;dog;400;276
1790741;dog;480;360
1018111;dog;300;400
1224209;cat;265;400
1378806;cat;235;314
1562385;cat;300;400
1357592;dog;300;400
1482344;dog;400;274
1503962;cat;300;400
1729581;cat;480;360
1290306;dog;400;300
1033270;dog;480;640
1769592;dog;300;400
1928901;dog;480;640
1400372;cat;301;400
1874913;cat;300;400
1958139;cat;300;400
1301029;dog;480;360
1573847;cat;300;400
1245104;dog;480;640
1742405;cat;429;640
1678454;dog;480;270
1565594;dog;640;640
1395669;dog;299;400
1412832;dog;400;300
1985362;dog;480;271
1406841;dog;480;640
1355199;dog;400;310
1477216;dog;266;400
1070854;dog;480;360
1965444;dog;400;300
1358465;dog;400;299
1172651;cat;400;332
1987003;cat;480;360
1331414;dog;480;270
1663706;dog;480;640
1079183;dog;480;360
1213598;dog;300;400
1314683;dog;400;225
1148684;cat;300;400
1713412;cat;582;640
1237447;dog;480;640
1600431;dog;300;400
1639194;cat;300;400
1731759;dog;300;400
1484407;cat;480;270
1219456;dog;400;300
1026738;cat;267;400
1440560;dog;400;267
1046284;cat;399;271
1951252;dog;372;600
1270981;dog;400;300
1871312;cat;400;300
1942961;dog;480;360
1469076;dog;480;640
1342555;cat;359;639
1484756;dog;282;400
1435851;cat;400;300
1844799;dog;480;640
1241924;cat;480;360
1360385;dog;480;360
1261246;cat;640;640
1046692;cat;640;640
1627501;dog;480;292
1043667;dog;360;640
1757105;dog;480;270
1887228;cat;400;266
1305914;cat;400;312
1561742;cat;480;360
1554293;dog;480;348
1225015;dog;300;400
1976365;dog;300;400
1671272;cat;400;344
1068806;cat;475;640
1112807;cat;300;400
1376994;dog;287;290
1030378;dog;269;400
1204825;dog;360;203
1604369;cat;400;400
1238452;dog;480;360
1631249;dog;480;640
1417037;cat;268;400
1270369;cat;480;640
1388583;cat;225;400
1547851;cat;400;300
1840148;cat;480;640
1693861;dog;400;300
1896235;dog;400;300
1274714;dog;640;640
1893406;cat;360;203
1917990;dog;300;400
1610852;cat;480;270
1918582;dog;227;400
1352698;dog;360;203
1351673;dog;300;400
1955412;dog;400;400
1413192;cat;364;400
1335393;dog;300;400
1930127;dog;336;400
1336855;cat;400;329
1854105;dog;400;300
1819374;dog;480;640
1683872;dog;400;299
1949013;dog;400;300
1956521;dog;400;269
1541602;dog;480;270
1418491;dog;300;400
1368939;cat;300;400
1847790;dog;480;360
1762391;cat;480;640
1938464;dog;480;360
1797697;cat;480;469
1606117;cat;239;400
1875226;dog;640;640
1737506;dog;400;300
1568467;cat;360;640
1324874;dog;300;400
1399726;cat;480;360
1324842;dog;278;400
1360470;cat;400;400
1398293;cat;300;400
1909453;dog;480;640
1819454;cat;300;400
1624745;dog;400;320
1583181;cat;640;640
1316897;cat;360;640
1824932;cat;480;270
1405248;dog;480;270
1468849;cat;480;360
1471295;dog;360;639
1130567;dog;400;300
1051741;dog;425;640
1542901;cat;300;400
1512217;dog;480;360
1607997;dog;300;400
1559532;dog;360;640
1415677;dog;480;270
1754424;dog;300;400
1677202;cat;262;399
1094991;dog;266;400
1867115;cat;400;300
1983493;dog;400;300
1821955;dog;360;203
1641034;dog;480;480
1657937;dog;480;360
1993314;cat;480;360
1038251;dog;480;270
1105466;dog;400;300
1016113;cat;480;360
1356786;dog;300;400
1295082;dog;480;270
1121545;cat;400;300
1025616;dog;400;300
1355250;cat;480;360
1311055;cat;269;400
1895188;cat;480;270
1789770;dog;480;439
1497202;dog;300;400
1402482;cat;300;400
1422625;cat;264;400
1726561;dog;400;267
1614281;dog;400;268
1541434;dog;400;300
1925668;cat;400;239
1213980;cat;400;300
1499965;dog;480;360
1285142;cat;300;400
1615473;cat;359;640
