ID;Width;Tipo;Height
2171630;400;dog;300
2247005;412;cat;480
2460368;360;cat;480
2070203;400;dog;265
2996239;267;cat;400
2087498;400;dog;300
2833793;400;dog;355
2147446;360;cat;480
2975254;361;dog;480
2720531;300;dog;400
2304536;400;cat;300
2976427;300;dog;400
2420887;267;dog;400
2439865;640;dog;481
2031755;360;dog;480
2471224;270;dog;480
2811188;300;dog;400
2779151;360;dog;480
2573692;400;cat;400
2454645;640;cat;360
2675315;399;cat;225
2252032;203;cat;360
2766869;400;dog;300
2179301;400;cat;225
2414933;360;cat;480
2399169;640;dog;480
2924010;400;dog;300
2726600;225;dog;300
2900051;300;dog;400
2677728;270;dog;480
2611625;400;cat;300
2597944;640;cat;480
2233817;240;dog;400
2427090;300;dog;400
2025427;270;dog;480
2444385;400;cat;299
2862044;360;cat;480
2724596;270;cat;480
2973210;399;dog;223
2660880;400;dog;300
2063232;400;cat;400
2311720;400;dog;300
2990245;360;dog;480
2174570;400;dog;360
2551271;203;cat;360
2376903;358;cat;480
2174993;400;cat;300
2757137;640;cat;480
2898710;400;dog;300
2854752;225;dog;300
2809383;270;dog;360
2372287;400;dog;400
2428611;300;cat;400
2424659;400;cat;299
2970824;360;cat;480
2894205;381;dog;400
2299518;300;cat;400
2455599;266;dog;400
2464581;640;cat;456
2833169;300;dog;400
2174409;400;cat;299
2833681;399;cat;300
2615646;640;cat;509
2615510;400;cat;300
2987986;400;cat;300
2188786;180;dog;134
2985885;400;cat;299
2363076;400;cat;300
2109018;400;cat;400
2855735;400;cat;300
2061214;360;dog;480
2992106;318;dog;477
2077225;270;cat;480
2066852;400;dog;300
2359175;400;cat;300
2267775;300;dog;400
2447322;640;cat;640
2365060;400;cat;329
2505979;400;dog;300
2201855;360;dog;480
2820285;360;dog;480
2744382;400;cat;300
2034610;640;cat;360
2940721;400;cat;300
2806366;400;cat;300
2636373;300;dog;400
2064119;240;cat;161
2298188;240;dog;320
2778763;640;dog;360
2566157;360;cat;480
2121600;640;cat;480
2778021;640;dog;480
2988713;300;dog;400
2239658;400;dog;300
2367224;400;cat;300
2341507;400;dog;300
2890208;240;cat;320
2346931;640;dog;427
2958749;240;dog;320
2442002;360;dog;480
2446730;300;dog;400
2618351;299;dog;400
2925563;400;cat;300
2418066;400;dog;265
2371735;357;dog;480
2357175;400;cat;268
2648698;395;dog;400
2303740;400;dog;400
2311047;640;cat;451
2525146;299;dog;400
2450846;640;cat;480
2357674;400;dog;300
2213741;400;dog;299
2865714;515;cat;387
2898023;308;cat;480
2912157;640;dog;640
2611965;270;cat;480
2887357;300;cat;400
2991090;270;cat;480
2394608;270;dog;480
2241960;640;cat;480
2035200;424;cat;424
2809801;399;cat;225
2100665;400;dog;339
2208135;400;cat;300
2501758;400;dog;299
2185605;400;cat;300
2114654;359;dog;480
2099993;400;dog;267
2266179;640;cat;480
2994208;640;dog;640
2277357;640;cat;360
2293652;300;dog;400
2031448;400;cat;300
2602346;349;dog;400
2048026;400;dog;300
2585552;640;dog;480
2637584;252;dog;399
2181071;400;cat;300
2180725;270;cat;480
2701530;400;dog;267
2409696;400;dog;299
2035915;400;cat;300
2840802;300;dog;400
2995374;400;cat;299
2447158;400;cat;300
2495613;640;dog;480
2097617;640;cat;360
2589429;400;cat;343
2134678;360;cat;480
2863815;640;cat;480
2344890;640;cat;360
2023912;480;dog;640
2037560;640;dog;480
2956600;300;dog;400
2635016;400;cat;267
2770532;270;cat;480
2380507;640;cat;480
2984142;360;cat;480
2838129;400;cat;300
2603532;300;cat;400
2965463;640;dog;480
2141681;400;cat;300
2933376;270;dog;480
2273809;300;dog;400
2895039;270;cat;480
2888021;400;cat;300
2375183;640;dog;427
2366043;400;cat;300
2519615;400;dog;300
2690274;299;cat;400
2625593;400;cat;300
2186228;400;dog;300
2117563;640;cat;425
2966957;400;cat;300
2129130;203;cat;360
2260274;400;cat;300
2961456;640;cat;480
2841295;640;dog;480
2814132;640;cat;480
2173498;270;dog;480
2235495;400;dog;300
2099169;360;dog;480
2319871;400;cat;400
2202763;360;cat;480
2986896;400;cat;300
2922962;400;cat;300
2021289;400;cat;267
2521568;270;dog;480
2856309;357;cat;478
2600972;299;cat;400
2759230;216;dog;400
2154175;360;dog;480
2381004;320;dog;240
2216971;640;cat;480
2668959;373;dog;480
2224713;640;cat;480
2070761;640;cat;425
2554635;400;dog;300
2194726;360;dog;480
2999760;640;cat;480
2980698;300;dog;400
2800561;434;dog;480
2194942;640;cat;480
2331207;400;dog;299
2060005;159;dog;190
2669979;400;dog;300
2967093;400;dog;266
2983579;640;dog;640
2926485;239;dog;400
2478897;640;cat;360
2660926;300;dog;400
2668475;347;dog;361
2344907;300;dog;400
2532731;300;cat;400
2152420;150;cat;100
2649807;177;cat;266
2889179;400;dog;300
2528523;400;cat;300
2281187;400;cat;300
2977400;360;dog;480
2943436;400;dog;385
2511536;465;cat;480
2124859;300;dog;400
2773173;400;dog;300
2154687;479;dog;480
2448753;399;cat;284
2199709;400;cat;268
2454508;400;cat;300
2254712;400;dog;300
2250004;266;cat;400
2379692;640;cat;478
2597394;640;cat;480
2144092;360;cat;480
2123432;400;dog;265
2842193;300;dog;400
2515137;640;dog;580
2615274;405;cat;480
2610397;360;dog;480
2358310;270;cat;480
2056389;400;cat;299
2993840;360;cat;480
2416878;400;cat;267
2222165;640;cat;480
2254543;640;cat;360
2379278;399;cat;266
2604837;300;dog;400
2671651;640;dog;480
2833384;400;dog;300
2310016;400;dog;225
2219661;225;cat;399
2087123;298;dog;400
2608065;360;dog;480
2895553;400;cat;266
2083419;400;dog;300
2093059;270;dog;480
2878830;360;dog;480
2422380;400;cat;300
2913521;320;dog;480
2869674;270;dog;480
2972914;270;cat;480
2411374;400;dog;300
2253903;299;dog;400
2591004;640;cat;480
2512318;400;dog;300
2447262;640;cat;480
2371619;400;dog;300
2574684;640;dog;480
2412645;382;dog;480
2069991;267;dog;400
2049621;400;cat;300
2600759;360;dog;480
2195367;300;cat;400
2858671;400;cat;399
2646570;400;cat;225
2517218;640;cat;640
2554599;640;cat;480
2079540;300;dog;400
2113181;395;dog;400
2161735;400;cat;300
2428508;549;cat;480
2592719;400;cat;300
2631219;299;dog;400
2914528;640;cat;480
2824553;640;dog;426
2533222;225;dog;400
2474448;400;dog;299
2499832;289;dog;400
2481964;400;cat;250
2013865;300;dog;400
2977866;400;cat;267
2218990;270;dog;480
2474126;400;cat;266
2153928;400;cat;266
2033418;267;cat;400
2247293;400;dog;300
2356307;640;cat;480
2178104;400;cat;266
2431851;400;dog;235
2330253;400;dog;400
2548391;640;cat;427
2080358;300;cat;400
2045685;300;dog;400
2314834;400;cat;300
2952534;360;dog;480
2266160;300;cat;400
2379749;400;cat;300
2274871;400;cat;300
2183709;400;cat;186
2653180;326;dog;400
2216595;300;dog;400
2677233;640;dog;480
2672743;360;dog;480
2075738;400;dog;265
2522393;299;dog;400
2304336;400;cat;300
2311413;480;cat;480
2265102;640;cat;425
2144423;360;dog;480
2752636;400;cat;349
2451923;400;cat;300
2353605;404;dog;480
2081814;270;dog;480
2423493;640;cat;480
2763344;400;cat;300
2879766;299;dog;400
2843662;360;dog;480
2511824;400;dog;300
2434186;400;dog;300
2833413;360;dog;480
2059200;270;cat;480
2855725;400;cat;300
2133849;199;dog;369
2234537;270;cat;480
2058807;400;dog;267
2382662;640;dog;360
2084277;400;dog;400
2918358;360;dog;480
2331550;346;dog;480
2856711;400;dog;300
2789695;268;dog;400
2617451;458;dog;480
2474243;400;cat;300
2269018;640;dog;360
2291052;271;cat;400
2119598;400;dog;300
2858135;360;dog;480
2535157;400;dog;348
2952332;300;cat;400
2726513;400;dog;300
2328528;300;cat;400
2099562;400;cat;239
2773487;300;dog;400
2018966;265;dog;400
2700570;400;cat;299
2839517;640;dog;480
2380923;640;dog;478
2750900;400;cat;300
2113817;400;cat;267
2628520;360;dog;480
2366033;270;dog;480
2464834;270;dog;480
2977620;640;cat;360
2941272;300;cat;400
2082896;640;dog;480
2709911;360;dog;480
2085932;400;dog;300
2456352;400;cat;300
2431988;640;cat;480
2491747;640;cat;480
2008367;400;cat;300
2455990;400;dog;299
2965858;400;dog;384
2402838;400;cat;300
2741610;359;dog;400
2762359;399;cat;225
2464247;640;dog;480
2537504;400;cat;299
2727910;360;dog;480
2656708;640;dog;480
2269576;360;cat;480
2449034;203;cat;360
2333489;270;dog;480
2921937;360;dog;480
2166083;400;cat;300
2361500;320;dog;426
2900079;299;cat;400
2699591;360;cat;480
2820509;400;dog;300
2482241;400;cat;300
2048367;400;cat;300
2380938;400;dog;337
2605690;400;dog;265
2790017;236;dog;400
2350173;356;dog;480
2512280;640;cat;480
2671211;400;dog;299
2766733;300;dog;400
2954047;640;dog;632
2512665;178;cat;267
2002129;300;dog;400
2757354;640;dog;360
2328773;640;cat;480
2144720;400;cat;300
2236009;640;cat;640
2864676;400;cat;301
2451038;400;dog;265
2519538;400;cat;300
2975219;400;dog;300
2259823;400;cat;400
2365935;400;cat;300
2966440;640;dog;360
2040575;400;cat;300
2640283;640;cat;297
2180516;640;cat;360
2063772;400;dog;300
2149123;345;dog;480
2214639;400;cat;300
2076805;400;cat;322
2039652;400;cat;300
2791395;399;cat;301
2455526;203;dog;360
2951134;640;cat;361
2876208;400;cat;300
2452962;360;cat;480
2145546;225;dog;300
2579936;400;cat;267
2047170;230;cat;384
2393823;400;dog;300
2817239;411;cat;480
2514250;400;cat;300
2040968;300;cat;400
2596963;510;cat;370
2607438;400;cat;225
2982469;335;dog;480
2306299;640;dog;427
2219624;400;dog;300
2375822;300;cat;400
2987477;360;dog;480
2707518;400;cat;300
2416241;640;cat;480
2597219;640;cat;480
2088758;203;cat;360
2810117;400;cat;300
2953635;400;cat;300
2395302;360;dog;480
2847751;300;cat;400
2963179;368;cat;480
2404492;400;cat;267
2264633;400;cat;300
2230268;400;cat;400
2370214;400;cat;300
2858110;320;cat;240
2764571;400;cat;225
2597252;640;cat;480
2285388;360;dog;480
2019825;360;dog;480
2331163;270;dog;480
2397850;640;cat;640
2868789;640;cat;515
2287896;299;dog;400
2553889;400;cat;300
2212882;360;dog;480
2567171;400;dog;300
2521238;400;dog;300
2513546;360;cat;480
2883597;360;dog;480
2729553;360;dog;480
2009919;270;dog;480
2909119;400;cat;300
2155843;400;cat;300
2653366;400;cat;300
2966017;300;dog;400
2541837;640;dog;360
2332899;400;cat;299
2636336;640;cat;640
2817810;360;dog;480
2466055;360;dog;480
2178848;400;cat;267
2056782;400;cat;300
2314051;640;dog;480
2389317;203;dog;360
2994894;640;dog;480
2719386;400;dog;299
2974041;400;cat;300
2105447;466;dog;480
2884124;640;cat;427
2919005;299;dog;399
2385760;640;cat;480
2303845;343;dog;480
2851911;360;cat;480
2796873;360;dog;480
2679498;400;cat;266
2928047;315;cat;479
2772610;400;dog;299
2881278;640;dog;491
2714059;349;cat;400
2586954;400;dog;300
2813137;240;dog;320
2723499;640;cat;480
2216829;400;cat;400
2833205;203;dog;360
2170705;364;dog;400
2162751;400;dog;300
2122381;270;dog;480
2615535;400;cat;268
2529467;400;cat;300
2512247;400;cat;338
2572072;400;dog;300
2768115;400;cat;297
2626367;225;dog;400
2265580;400;dog;300
2680251;400;dog;265
2756084;400;cat;300
2475339;252;dog;400
2885115;400;dog;300
2786764;356;dog;480
2866116;270;dog;480
2283144;270;dog;480
2339319;400;cat;300
2118265;270;dog;480
2363990;423;cat;480
2617784;400;dog;225
2264038;300;cat;400
2969157;400;dog;300
2497666;400;cat;300
2273990;400;dog;400
2601724;400;dog;265
2459045;300;dog;400
2414192;640;cat;406
2931307;239;dog;400
2753842;300;dog;400
2813320;640;cat;384
2391837;300;cat;400
2000943;400;cat;299
2869644;400;cat;299
2527983;412;dog;480
2574465;400;dog;300
2668104;640;dog;640
2321582;300;cat;400
2433357;375;dog;400
2239941;640;cat;413
2198554;640;cat;480
2988522;400;cat;300
2242494;300;dog;400
2707083;315;cat;400
2030915;300;cat;400
2473395;400;cat;299
2206015;400;cat;225
2114543;639;dog;360
2895701;266;cat;400
2262744;360;dog;480
2880342;300;cat;400
2961651;400;dog;400
2695636;640;dog;480
2300205;300;cat;400
2746595;400;dog;266
2959798;314;dog;235
2830612;453;cat;480
2011117;400;dog;300
2649381;640;cat;480
2417966;640;dog;480
2370776;299;dog;400
2371889;400;dog;225
2325901;360;dog;480
2948752;400;dog;400
2586509;400;dog;267
2661235;360;dog;480
2289240;360;dog;480
2903091;133;dog;133
2392248;299;cat;400
2255786;640;cat;480
2507996;640;cat;480
2975870;640;dog;480
2060210;640;cat;360
2727843;271;dog;479
2968910;270;dog;480
2915813;400;dog;300
2052152;400;dog;299
2697306;230;dog;384
2907544;300;dog;400
2456929;323;dog;480
2994996;300;dog;400
2840195;400;dog;300
2388408;360;dog;480
2681320;270;cat;480
2744808;400;dog;300
2651589;400;dog;266
2852344;640;dog;480
2362299;400;cat;300
2696426;640;dog;513
2627113;203;dog;360
2076538;400;dog;300
2373353;400;dog;300
2217101;270;cat;480
2383204;640;cat;607
2199916;399;cat;225
2502539;400;dog;308
2910762;300;dog;400
2520458;640;cat;640
2995423;360;dog;480
2283515;640;dog;480
2759564;300;dog;400
2871907;640;cat;480
2386840;640;cat;480
2132286;300;dog;400
2689936;640;dog;480
2250015;360;dog;480
2612362;352;cat;480
2033434;400;dog;300
2975389;640;dog;360
2493100;640;cat;480
2436538;267;dog;400
2845569;400;cat;300
2346968;360;dog;480
2611866;639;dog;359
2516494;400;dog;299
2004944;400;dog;300
2661473;400;dog;400
2279318;360;cat;480
2142714;270;cat;480
2763338;400;dog;300
2460977;203;dog;360
2412421;640;cat;360
2597051;225;dog;400
2330547;360;dog;480
2854325;640;cat;530
2018689;400;cat;300
2672393;360;cat;480
2682057;639;cat;284
2765077;400;dog;300
2548516;298;dog;400
2011963;360;cat;480
2287007;400;cat;299
2219573;640;dog;480
2477031;320;dog;240
2020733;270;cat;480
2927591;400;cat;300
2183207;640;cat;640
2992357;300;cat;400
2206800;299;cat;400
2866762;299;cat;400
2994660;640;cat;631
2701656;360;cat;480
2365928;400;dog;299
2231559;400;dog;265
2628995;270;cat;480
2108648;640;cat;640
2515916;266;cat;400
2301719;300;cat;400
2950297;270;dog;480
2650888;240;dog;320
2951766;240;cat;320
2246147;400;dog;300
2374532;300;dog;400
2872436;400;cat;300
2333732;400;dog;300
2645685;270;dog;480
2757050;400;cat;300
2709968;400;dog;299
2679229;640;cat;457
2731834;300;dog;400
2614044;400;dog;300
2905544;400;dog;300
2226513;640;cat;592
2870306;400;dog;225
2386141;400;cat;234
2746390;400;cat;300
2056432;400;dog;272
2698496;640;cat;480
2405790;400;cat;267
2915974;271;dog;333
2941526;640;dog;605
2932302;400;dog;268
2362747;400;dog;300
2075445;640;dog;480
2321252;400;dog;261
2135010;400;cat;300
2975779;640;cat;480
2823365;640;cat;360
2339968;400;dog;315
2768846;400;cat;266
2605721;203;dog;360
2410696;640;dog;384
2912452;400;cat;300
2903186;360;dog;480
2874612;400;cat;400
2294947;179;dog;400
2812935;300;dog;400
2074914;400;cat;300
2706383;360;cat;480
2608535;300;cat;400
2051077;640;cat;427
2063806;299;dog;400
2823074;300;dog;400
2358460;640;cat;640
2911125;400;cat;300
2926014;400;dog;267
2826241;640;cat;384
2983395;400;dog;251
2674166;400;dog;265
2929071;400;cat;300
2481484;378;cat;400
2955031;339;dog;479
2821169;400;cat;299
2278747;640;cat;640
2797472;640;dog;640
2153201;400;cat;300
2654543;320;cat;240
2345467;360;dog;480
2063651;203;cat;360
2504730;400;cat;300
2105878;300;dog;400
2820849;400;dog;267
2989570;640;cat;427
2450636;400;dog;300
2069669;300;cat;400
2940231;640;cat;480
2897916;400;cat;300
2938064;400;cat;300
2094026;400;cat;266
2139566;286;dog;400
2168251;400;cat;300
2233176;400;cat;267
2569400;584;dog;398
2619823;400;cat;400
2248237;400;cat;267
2603943;400;cat;300
2838616;400;cat;266
2054924;640;dog;480
2859615;640;cat;360
2868714;299;dog;400
2366999;308;dog;480
2644936;400;dog;300
2838046;399;dog;266
2087333;300;dog;400
2079909;400;cat;400
2499783;300;cat;400
2471347;400;dog;300
2050555;640;dog;640
2115411;400;dog;300
2462373;400;dog;299
2321192;400;cat;300
2813226;364;dog;480
2994067;400;cat;299
2823999;400;cat;300
2084502;400;cat;300
2875036;400;cat;267
2242611;230;dog;400
2994552;402;cat;480
2704543;300;cat;400
2850341;213;dog;399
2768150;400;dog;299
2348070;400;cat;300
2422012;360;cat;480
2143612;248;cat;400
2441191;400;dog;300
2743475;480;dog;414
2330700;270;cat;480
2018982;640;cat;360
2675408;640;cat;480
2479707;360;dog;480
2925969;400;dog;300
2899412;435;dog;480
2453185;270;cat;480
2678311;360;cat;480
2695214;479;dog;359
2071099;270;dog;480
2212151;400;cat;299
2299818;640;cat;640
2358959;640;dog;640
2123909;400;dog;300
2980726;400;cat;400
2107376;360;dog;480
2043201;400;cat;300
2540512;640;cat;480
2327708;400;cat;299
2610583;301;dog;400
2168929;322;dog;400
2293929;400;dog;300
2947815;300;dog;400
2899448;300;dog;400
2832894;400;cat;400
2946833;270;cat;480
2144659;369;dog;480
2121310;300;dog;400
2702791;360;cat;480
2088654;299;cat;400
2355841;300;dog;400
2194809;299;dog;400
2595989;400;cat;300
2125797;640;dog;480
2033728;400;dog;300
2223978;640;dog;480
2695705;400;dog;299
2268961;360;dog;480
2789346;360;cat;480
2180664;300;cat;400
2721068;400;cat;300
2957970;270;dog;480
2464508;178;cat;267
2093026;640;dog;640
2249671;400;dog;299
2071480;400;dog;299
2859318;400;cat;300
2940816;400;dog;300
2930424;440;dog;480
2064552;400;cat;300
2831039;400;dog;300
2638446;270;dog;479
2352197;400;dog;300
2630585;400;dog;300
2643049;640;cat;478
2149649;640;cat;480
2950354;400;cat;300
2805405;400;dog;300
2201654;400;cat;268
2548023;400;cat;267
2849069;400;cat;267
2747346;400;cat;300
2047688;600;dog;450
2653960;400;cat;300
2145321;400;cat;300
2579367;360;cat;480
2667056;400;dog;300
2998068;240;dog;320
2285077;640;cat;480
2806479;400;dog;300
2034678;160;cat;120
2995864;360;cat;480
2140844;360;cat;480
2089706;300;cat;400
2049590;400;cat;225
2109094;270;cat;480
2366834;360;cat;480
2163619;640;cat;480
2258540;300;dog;400
2435175;400;dog;300
2522516;360;dog;480
2739998;400;cat;300
2566823;319;dog;400
2309218;400;cat;300
2924947;400;cat;300
2825692;400;cat;300
2908709;300;dog;400
2242143;262;dog;400
2549263;300;cat;400
2382360;400;dog;363
2339258;400;cat;320
2758900;400;cat;300
2666360;366;dog;480
2969463;400;dog;300
2610025;360;dog;480
2962020;264;cat;480
2062614;288;dog;400
2722105;270;cat;480
2765888;203;cat;360
2368057;300;dog;400
2130589;360;cat;480
2068027;300;cat;400
2683928;640;cat;640
2455577;400;dog;300
2338254;360;cat;480
2408134;300;dog;400
2996910;203;cat;360
2802882;300;cat;400
2664193;640;cat;480
2581885;400;dog;300
2145776;640;cat;360
2078548;331;dog;400
2172522;640;cat;480
2126109;400;dog;400
2764754;397;dog;480
2175959;300;dog;400
2201161;300;cat;400
2454186;360;cat;480
2272671;400;cat;267
2320642;400;cat;300
2750066;301;dog;400
2077630;400;dog;300
2599862;384;dog;480
2914700;400;cat;267
2069157;400;dog;268
2620798;113;dog;150
2114817;400;cat;267
2826241;453;dog;480
2966574;300;cat;400
2438002;400;cat;300
2038599;203;cat;360
2503987;400;cat;300
2108865;400;dog;300
2241977;225;dog;399
2644019;300;cat;400
2889404;400;dog;300
2223005;356;cat;480
2360287;270;cat;480
2481776;399;cat;205
2536511;299;cat;400
2642751;266;dog;400
2459660;400;dog;300
2591071;300;dog;400
2491979;400;cat;268
2716579;400;cat;300
2751253;400;dog;300
2310608;640;dog;360
2793516;300;dog;400
2825851;346;cat;479
2293012;400;cat;267
2701391;315;dog;400
2449313;400;cat;300
2917983;299;dog;399
2921829;320;dog;426
2668824;640;cat;480
2288669;400;cat;300
2221438;429;cat;322
2225285;300;cat;400
2036771;395;dog;480
2608039;640;cat;480
2568721;400;dog;300
2305260;356;dog;480
2891741;360;cat;480
2735677;267;dog;400
2576720;300;dog;400
2812382;640;cat;480
2652452;301;cat;400
2094314;400;dog;372
2846564;400;cat;225
2251468;360;cat;480
2851165;360;dog;480
2278792;240;cat;320
2785988;400;dog;265
2003980;400;dog;266
2642088;356;dog;480
2745536;299;cat;400
2981831;300;dog;400
2256368;480;dog;270
2232097;371;cat;281
2799103;400;cat;300
2689070;400;cat;300
2206189;640;dog;480
2971749;557;cat;417
2760162;300;dog;400
2505924;640;cat;360
2044619;360;cat;480
2650542;640;cat;480
2928216;400;cat;300
2388595;400;cat;300
2270190;360;dog;480
2231392;360;dog;480
2587651;360;dog;480
2566487;640;cat;480
2528457;360;dog;480
2307974;268;cat;400
2988085;400;dog;400
2429133;337;cat;400
2481437;640;dog;480
2516233;400;dog;300
2755627;360;dog;480
2530298;400;cat;300
2976581;203;cat;360
2600759;400;dog;300
2297405;360;dog;480
2507561;400;cat;300
2091492;270;dog;480
2869263;400;dog;300
2728586;400;cat;300
2851510;300;dog;400
2681894;640;cat;480
2971789;640;dog;427
2271446;270;dog;480
2515753;400;dog;300
2526633;400;dog;400
2961603;640;cat;492
2926773;640;cat;480
2217516;300;dog;400
2116244;265;cat;374
2656543;400;cat;300
2269285;400;dog;400
2761352;640;dog;480
2847406;300;cat;400
2260683;251;dog;400
2525139;400;dog;414
2762711;640;dog;457
2039271;400;dog;300
2336789;441;dog;480
2317778;400;cat;300
2672101;640;cat;480
2315985;640;dog;640
2435296;400;dog;300
2025486;360;cat;480
2273620;639;cat;529
2550329;270;dog;480
2953077;400;cat;300
2563911;360;cat;480
2530256;300;cat;400
2347740;400;cat;300
2290540;360;dog;480
2588129;640;dog;360
2558270;400;cat;300
2133161;640;dog;629
2297908;400;dog;300
2014209;640;cat;480
2745478;400;dog;400
2846085;270;cat;480
2021039;294;cat;395
2924989;640;dog;518
2136587;400;cat;267
2411472;400;dog;300
2523473;399;cat;266
2920783;639;cat;348
2291117;360;dog;480
2383591;640;cat;480
2471641;640;dog;480
2568736;300;cat;400
2871737;300;cat;400
2195220;300;dog;400
2827998;400;cat;259
2655417;400;dog;267
2377342;400;cat;300
2061289;400;cat;400
2397730;400;dog;225
2629146;400;cat;300
2092747;400;cat;400
2128206;300;dog;400
2297873;640;cat;356
2856396;267;cat;400
2135383;360;cat;480
2734913;400;cat;300
2577247;300;dog;400
2545601;360;dog;480
2746798;300;cat;400
2725015;265;dog;480
2682650;266;dog;399
2536659;640;dog;360
2468984;400;cat;299
2887661;640;dog;360
2705260;640;dog;441
2209943;400;dog;300
2197155;332;cat;480
2956918;360;dog;480
2851205;360;cat;480
2592048;640;dog;640
2271723;360;dog;480
2825665;400;dog;300
2910124;360;cat;480
2730626;400;dog;299
2889328;360;cat;480
2072952;400;cat;300
2461822;400;cat;300
2765872;640;dog;360
2220578;640;cat;425
2273228;399;cat;225
2325648;400;dog;300
2565781;360;dog;480
2322273;640;dog;480
2782401;400;cat;300
2271107;270;cat;480
2373218;640;dog;427
2298111;270;dog;400
2778189;206;cat;366
2224325;400;cat;299
2075861;349;dog;400
2627047;360;dog;480
2988148;400;cat;300
2002074;300;dog;400
2856911;640;cat;480
2870393;640;cat;480
2762452;360;cat;480
2923178;293;cat;479
2548623;400;dog;300
2062326;400;dog;300
2753139;299;cat;400
2765213;225;dog;400
2119141;640;dog;640
2176006;400;cat;300
2613124;203;cat;360
2970818;400;cat;300
2110652;400;dog;300
2969404;640;cat;480
2478989;640;dog;480
2212760;400;dog;301
2737267;429;cat;322
2820091;400;cat;300
2375610;640;dog;480
2602550;400;cat;299
2511173;640;dog;360
2105440;203;cat;360
2856992;400;cat;300
2485767;437;cat;480
2708952;400;dog;265
2709619;640;dog;360
2367485;360;cat;480
2452433;400;dog;267
2411650;400;cat;300
2693329;400;cat;268
2516020;360;cat;480
2170391;640;dog;640
2225725;300;cat;400
2369881;400;dog;299
2955511;400;cat;400
2015342;360;cat;480
2278957;353;dog;400
2348231;203;dog;360
2710554;442;cat;640
2619840;640;cat;427
2909385;360;cat;480
2282704;400;dog;299
2917193;312;dog;480
2588450;400;dog;300
2315928;639;dog;423
2098192;400;dog;323
2721404;300;cat;400
2254042;640;cat;624
2417729;640;dog;480
2132322;203;dog;360
2618332;360;cat;480
2675720;300;dog;400
