ID;Tipo;Width;Height
a39e58f1f-1;cat;639;360
b386bb45c-2;dog;360;480
94ec1c180-4;dog;299;400
07cf7d230-1;cat;400;300
c67aca639-3;cat;400;300
b96d69dc8-2;dog;300;400
031a0e45a-4;cat;400;300
156ab0f97-3;cat;400;300
2831bd2b0-1;cat;640;620
b4f69489c-1;dog;400;225
485887f4c-5;dog;640;640
4752b5e0c-4;cat;480;480
cedeef1a7-2;dog;300;400
ab10e0e8c-1;cat;400;300
bd9e87899-3;cat;400;300
4068b452d-1;dog;300;400
b04b200fa-3;cat;400;300
2ef182fc5-4;dog;225;400
58b4ba48f-1;dog;360;480
8885f346b-4;cat;640;409
bbd704c14-3;dog;400;302
5e203eeaf-3;dog;400;300
453cf6271-6;cat;400;266
506fa1d6e-5;dog;400;200
e2205b952-6;dog;300;400
45e750d0d-8;cat;400;267
85327438d-2;dog;266;400
0be7a4adf-5;dog;360;480
fa18941f4-1;dog;300;400
34482d66a-2;dog;360;480
6da65afb8-8;dog;400;400
c4277da90-3;dog;300;400
c6c6adc4a-1;dog;400;381
3a9efa973-1;cat;305;400
730a09014-2;cat;400;300
ee4acef8d-3;dog;300;400
fa73b1181-3;dog;203;360
8d3b5e6e9-2;dog;300;400
4683d863b-1;dog;300;400
5e390710c-5;dog;400;300
0b243ba27-1;cat;400;400
227b372a2-4;cat;640;480
182aa4a29-1;cat;300;400
b03114991-7;cat;640;640
c7315e345-1;cat;360;480
422059173-6;dog;640;494
a56d6eceb-8;cat;150;113
f2a6e7dac-4;cat;400;300
6968f86dd-1;dog;360;480
0a98163c8-4;cat;640;480
532b5a798-2;cat;400;300
5742d498f-3;cat;552;310
4f94e2b5a-2;dog;304;480
05492e461-4;cat;271;479
1f983f20b-2;dog;400;400
944862101-8;cat;640;480
deaba5702-3;cat;400;300
7f4e5c2a0-3;dog;400;300
c0e37eccd-7;cat;300;400
03edf613f-1;dog;360;480
6ab1ff108-2;cat;360;480
6469a2a4a-3;dog;400;225
9e9959db4-2;cat;426;480
8908c9d99-1;cat;203;360
ebd128d90-3;cat;270;480
d072a58e5-2;cat;360;480
69c1801cb-8;dog;400;300
cefba5d32-2;dog;400;300
249b350de-1;cat;300;400
76fefc6ab-1;cat;400;300
4040a04bb-16;cat;400;299
df59dd59f-1;dog;363;480
261c4115b-5;dog;299;400
a79e1889c-1;cat;400;300
cea2544a7-10;dog;221;166
0d55c2e2b-3;dog;416;480
d8a94961e-3;cat;640;360
86c35033b-5;dog;160;120
4892ceb8d-2;dog;640;506
e298c61fc-2;dog;379;400
3b178aa59-3;dog;400;300
fd139f4e4-1;dog;400;300
00a1f270a-2;cat;640;360
3cfec8730-2;dog;400;299
7f3895a04-1;cat;400;300
48a44eac5-1;dog;640;444
c0270a5f1-1;dog;400;299
60fa6acbe-1;dog;300;400
ef836c3d3-3;cat;640;542
5f0efae69-4;dog;400;300
6d67ee4d1-8;dog;270;480
b97efdcee-1;cat;640;480
6257ac9e4-1;cat;400;225
8e8d158cf-3;cat;640;480
77e6966dc-1;cat;640;427
df12e4d3b-1;cat;300;400
aaad1ddb5-5;cat;400;267
8a1e12a30-6;cat;640;360
e7ab271b1-10;cat;400;300
cdc958646-7;cat;400;300
992d82305-3;dog;299;400
0637293ec-3;cat;360;480
1dd6be0bc-15;cat;360;480
9945962c3-4;dog;640;480
4dc936ac7-2;dog;360;480
10fbc9548-2;cat;360;480
8ad937f6c-3;dog;360;480
a17411df1-19;dog;300;400
1a849a445-2;dog;360;480
029b05087-2;dog;400;266
0f58e5dd5-2;cat;400;300
8c006c8ab-2;cat;300;400
a6171ee98-1;cat;400;300
c919eb44b-1;dog;228;361
6a4a4b403-2;dog;400;400
2514503e7-3;cat;640;480
b4446dca3-1;cat;400;300
befa8a395-7;cat;360;480
80621df6b-1;cat;400;300
915f0b42a-1;cat;560;313
cdc958646-4;cat;400;300
df706fd55-2;dog;247;399
c9e86cf3c-4;cat;400;300
4b2aa880a-13;dog;223;299
4ee566501-9;cat;640;478
818b12621-2;dog;640;360
78a99e7a9-3;dog;400;300
11948e0ef-4;dog;360;480
ddc94666d-1;cat;640;480
20f05426f-4;dog;400;240
8b6690d89-1;dog;300;400
5e5d1fc6d-2;dog;225;400
554c80a2a-5;dog;270;480
aefff4a06-4;dog;400;300
97c58d897-1;dog;225;400
cbfaa79cb-1;dog;300;400
05bbc9111-5;cat;320;240
ea3c51eb3-1;cat;400;267
fa07f7477-2;cat;127;225
bd05c2f75-3;dog;300;400
ef0b07c6b-2;dog;221;166
e18cc7a60-10;cat;320;240
c6df6932d-4;cat;330;480
e1cc143c4-2;cat;203;360
db9af2894-6;dog;400;300
17d90c2d9-3;cat;300;400
ace21b6b1-3;cat;640;478
89c28aad0-3;dog;360;480
bbe1d6739-1;dog;400;300
e7fbd95a9-5;cat;400;300
0d47275d4-3;dog;300;400
ae1db9841-2;cat;400;300
0ac6fe826-1;dog;360;480
9a591a8d9-3;cat;400;300
036e015d2-3;dog;333;417
c59fe4bcd-4;dog;225;300
84fbd99d9-14;dog;400;300
528563012-2;cat;639;479
efc478e64-9;dog;400;300
e30bac76c-2;cat;400;265
026c5716f-3;cat;297;480
b63d76ef4-6;dog;300;400
3eee4f608-2;cat;360;480
21c163648-1;cat;400;400
4ceff22c4-3;cat;300;400
886debfe8-2;dog;360;480
2c281057a-3;dog;400;300
a99b34f95-1;dog;224;334
168f1c6e9-2;dog;300;400
685cbaf7f-1;cat;640;480
93c16b08b-3;cat;400;300
fee500b95-3;cat;400;300
fc710f1e8-1;dog;300;400
4f7bfcb68-2;dog;300;400
0e1f78a77-1;dog;640;480
2885ade43-4;dog;360;480
21b90ff68-1;dog;360;480
ee4acef8d-13;dog;400;300
4f3e35156-3;cat;360;480
7d2e6ed97-8;cat;640;389
10ae2697f-2;dog;270;480
75ca94b67-2;cat;640;640
5b73a7ea8-1;dog;360;480
8a90cfe39-4;cat;360;480
0d440b00e-1;dog;387;259
69a1c3147-3;dog;360;480
94ec1c180-1;dog;299;400
42dd3f3ff-5;cat;400;300
b5e7e4539-1;dog;300;400
da697d5ba-1;dog;640;480
1edbf1acd-3;cat;360;480
97a020fe8-5;dog;400;312
895d8c870-3;dog;360;480
c06d167ca-4;cat;400;300
babf0f6cd-3;cat;640;360
fcdf8c8ff-1;cat;400;300
72482852e-3;cat;640;480
31b3d9b10-3;cat;400;300
c9439e71b-1;dog;640;640
a3449e0d0-1;dog;400;300
6eff0639c-1;cat;295;400
9e0b14cf6-9;dog;400;300
94dc821ee-1;dog;400;300
591f1d67c-1;dog;400;300
6b2fc7a10-4;dog;300;400
1ffe668f9-9;dog;640;480
cf020a716-1;dog;270;480
a355a6873-5;dog;639;458
24aaed171-2;cat;400;300
7aefa7eeb-4;cat;640;480
172433b2f-1;dog;270;480
eb4dbddea-3;cat;640;480
7bead49ed-3;cat;640;480
4df3f4bc3-1;cat;400;295
a4faccedb-9;cat;400;300
979d48d7b-4;dog;406;480
d66a55b13-8;dog;640;478
78c3c7f21-8;dog;400;300
4910ac042-3;dog;400;299
71d834666-1;cat;357;400
1db76bd72-5;dog;640;640
a06b5eb73-5;cat;400;225
d4b2dcfb6-2;dog;640;425
d147c39fb-1;dog;225;400
5a828ec3e-4;dog;400;300
34dd3cb69-4;cat;300;400
aa3c0fe1e-3;dog;203;360
db24c8108-2;cat;300;400
5ae7359ab-7;cat;300;400
5f9cf8892-11;cat;360;480
b386d20ba-2;dog;400;266
632b28a99-2;cat;267;400
671ffc570-2;dog;400;300
23379775f-2;dog;300;400
de1a20009-19;cat;320;240
94afcd90c-3;dog;640;482
72d77924a-1;cat;640;360
b2e46582a-1;dog;640;480
106e252d9-5;cat;270;480
f3629735d-17;cat;319;480
ea7ec0562-1;dog;268;400
6e9e903c6-1;cat;640;360
2023404f9-2;dog;338;400
a9bc357f0-1;dog;480;480
29193bf76-2;dog;640;427
4c48a8f2f-8;cat;268;400
3fa277b19-1;dog;400;209
9427b3749-6;cat;400;300
19e701fea-2;cat;640;480
35f9818a7-7;cat;400;300
ef638b9d9-5;cat;300;400
4ce29bb83-2;dog;400;300
c2558c319-1;cat;221;400
c8c7ef646-4;dog;300;400
fc229a9d7-1;cat;640;480
854b2bc3b-5;cat;383;400
f9df8656a-3;cat;400;300
417c109aa-4;dog;360;480
0b817da84-1;cat;399;359
f67dcb4b3-4;dog;400;266
4693e646e-3;cat;245;480
eb900ff8a-10;dog;360;480
b5475edf9-1;dog;90;120
cdab8ba8e-3;cat;400;300
81896d22b-5;cat;300;400
b56e6500a-1;cat;360;480
d08b5b163-6;dog;640;480
95b0b4cd9-2;cat;360;480
6d75c2ccb-4;cat;400;300
fc52c0c82-1;dog;360;480
2bf2c6260-3;dog;203;360
ccb658698-2;dog;639;360
8b94ae06d-4;cat;270;480
7a25c5a12-4;cat;400;300
8a7860ee2-1;dog;400;300
8ebe54ca6-4;cat;360;480
cbef1e6db-2;dog;300;400
619dcb4e6-2;dog;640;395
df9b18c1e-3;cat;300;400
ac7609b80-1;cat;400;300
578880eb3-4;dog;300;400
24cc193f3-1;cat;400;283
f1d86e6ea-1;dog;400;300
b147d1870-4;dog;400;300
22a0baf52-2;dog;400;267
509180812-2;dog;359;480
f15cd5cd9-9;cat;400;300
75f574b0a-7;dog;300;400
61bedc57d-1;dog;640;480
a99e4b365-1;dog;300;400
c228bf013-5;cat;300;400
356d9395d-2;dog;332;480
3e50a5575-6;dog;400;300
af9d89c50-2;dog;640;640
6ab0ddda3-1;dog;640;480
35bbb3a85-1;dog;640;427
2cb3529bc-4;dog;360;480
99af63c63-3;cat;360;480
6ea65996b-1;dog;400;300
42b3d53f8-3;cat;359;480
000a290e4-1;dog;360;480
f53c216e2-3;dog;270;480
bec2fe7ad-1;dog;640;640
988988d5b-10;cat;300;400
26161bad4-1;dog;377;480
eb8620132-4;cat;400;239
6984b9727-2;dog;360;480
11d3a4c0f-11;cat;332;400
2160f2109-4;dog;270;480
db194aec8-1;cat;400;300
a6b908d22-2;dog;400;377
1e7159da4-4;dog;320;240
f5fb430f1-1;cat;300;400
cb568959e-6;cat;300;400
9e1caf559-6;cat;400;300
bd6a6d0dd-2;cat;400;300
b2056e185-4;dog;400;300
636389c7d-8;cat;400;300
753654b70-2;cat;400;300
0910c13a3-9;dog;204;153
219444cb8-4;cat;400;266
228117dca-3;dog;400;266
3ad53090d-2;dog;300;400
3b4b4cb9c-1;dog;400;300
27e74e45c-10;cat;400;225
f022849c2-2;cat;640;480
db0875ffd-1;cat;400;271
02c7d1b74-2;dog;225;400
a9f395ba8-1;cat;400;300
539177546-2;cat;400;266
407ef0ea0-1;cat;400;266
bb15b64ea-9;dog;400;300
d8d840693-1;cat;320;480
370fe2afb-6;cat;400;305
27b2c806b-7;dog;300;400
68e46ed0e-4;dog;270;480
4c6fe4100-3;cat;400;300
9a5da8156-4;dog;270;480
181823d5f-5;cat;362;480
ca4224e0b-1;dog;346;400
a3a4e1dd7-1;cat;360;480
73b5c37dd-1;dog;360;480
01142a354-4;dog;359;480
bcf13ec9d-8;dog;400;300
57a93e9a6-3;dog;318;480
a65ec6d03-2;dog;639;568
4cc05c35d-6;dog;640;480
a6eb71dc0-1;dog;300;400
8d83c952c-1;cat;360;480
df2fbc6a6-5;cat;400;300
c6942a43f-1;cat;400;300
40d430494-6;cat;400;300
f83695eb0-8;dog;300;400
7915144f9-9;cat;400;300
d1a67cee6-6;dog;400;266
bca4defa4-8;cat;300;400
5dce619e3-3;cat;300;400
d3411347b-12;dog;357;478
ec780b913-2;dog;271;479
802b1f331-4;dog;300;400
7711871ae-1;cat;400;400
71c3f9254-2;cat;400;361
4db45721a-3;cat;400;300
63cd0b2b3-1;dog;640;360
5e951b28f-1;dog;376;400
24e22fd2e-10;cat;640;480
9d602bd84-3;cat;356;480
e08c4940e-4;dog;389;480
7f5233804-1;dog;360;480
47ee9c210-1;cat;640;425
cce8fa6c2-1;cat;400;300
927ee6390-4;cat;640;640
fa5f5ccf9-2;cat;230;384
8a9465eee-5;cat;267;400
ea055de86-16;cat;400;300
390f4fae4-1;cat;400;265
92f84c5b7-1;dog;300;400
ccbaa4592-1;cat;400;300
8afeab374-5;cat;400;300
574919b00-10;dog;400;300
ec8411943-12;cat;640;480
47ad7a82a-1;dog;384;480
09ca98f7b-9;dog;400;299
fde58f7fa-12;cat;400;300
0ea7eaf00-13;cat;400;225
a43d578dd-1;dog;400;266
2d0315769-6;dog;400;287
c9e86cf3c-1;cat;300;400
335eacf2d-1;dog;400;300
7aae61018-1;dog;300;400
dbf579546-4;cat;640;480
5d83f98eb-2;cat;360;480
c44215cc8-5;dog;400;285
c45e47c4c-3;dog;400;300
53976b229-1;cat;299;400
121c5faca-8;dog;109;91
e96c2483c-8;dog;400;300
ee2def69f-1;cat;400;300
0111f92ff-3;cat;640;360
2b0896bbe-22;cat;360;480
1e8b70d35-1;dog;400;300
9aa9d63f8-1;dog;203;360
60bbc32b6-3;cat;238;399
747c82f83-2;dog;400;210
bea72e6c5-6;dog;270;480
c59fe4bcd-3;dog;225;300
6c594bfb0-1;dog;270;480
c59fe4bcd-15;dog;400;267
9bfddbc4c-5;cat;267;400
132346d7e-7;dog;300;400
083787e4a-2;dog;113;150
c4dc1e8fe-1;dog;400;300
40d7cb083-3;dog;400;300
87fa5c42b-2;dog;299;400
4463622c8-3;cat;400;300
f410b0841-1;dog;400;300
a5c5278b8-2;dog;360;480
bdeeb6fe2-2;dog;400;266
353c89ed3-2;cat;360;480
7b7b7b71e-3;cat;400;300
25765058c-2;dog;360;480
5e7db4c54-3;cat;640;360
8509ad722-5;cat;400;300
832110a99-5;dog;127;225
0063f83c9-1;cat;400;300
a91141912-1;cat;640;480
e19ee42ce-3;cat;203;360
3aa622eed-4;cat;400;279
5b3559bf2-1;dog;360;480
e9e4424a6-2;dog;400;267
6d172f3eb-1;cat;360;480
497312a16-3;cat;308;400
8378c8af1-4;dog;300;400
36ad4a880-3;cat;640;474
0a3fc490f-1;dog;270;480
4bdc6f196-2;cat;225;400
805dcae38-2;dog;300;400
2aac4b61a-2;dog;360;480
dd7732e86-2;dog;400;300
453750088-4;dog;360;480
6c7c5555f-10;cat;400;241
e013ab581-2;cat;400;239
df89cc1e0-1;cat;360;480
5c810c552-4;dog;640;480
c3a52fbbe-7;dog;640;480
bf6dedb55-6;dog;225;400
a8d14470d-3;cat;640;480
3e3743dc7-5;cat;426;480
dd4196a55-1;cat;640;480
18da94e9d-2;dog;640;480
70503cc75-1;cat;399;225
e1b0baf8a-4;cat;639;314
f39938992-4;cat;640;360
b62fc7bde-1;cat;320;480
263b17d23-3;cat;400;267
c135c6b15-4;cat;442;480
a9f395ba8-2;cat;400;300
4fcd7cfe0-1;dog;300;400
87fadb3df-8;cat;640;427
8cc7f24f2-5;cat;299;400
f663a91e8-2;dog;400;400
6b0103c04-2;dog;400;266
28e86de6d-5;cat;400;266
06afa3c64-6;cat;360;480
4bb96a979-2;cat;400;300
c390140c3-4;cat;360;480
c6cdbebfa-1;cat;300;400
8f3392f18-1;cat;270;480
4887999cc-1;dog;225;400
f569b3a29-2;dog;270;480
2fd882044-3;cat;639;428
b5f105607-2;cat;400;300
16ce3524b-1;dog;360;480
460426eb4-19;cat;640;487
5152dbfe1-5;dog;400;231
dac37d01d-2;dog;267;400
ae7f59170-5;cat;400;300
b5931099f-1;dog;239;400
181f3796e-2;cat;400;300
6730a4a60-2;dog;300;400
4836bf864-2;cat;640;360
5e711ed8d-3;dog;299;400
29eda0717-5;dog;300;400
63647ce22-2;dog;400;279
8553b7037-3;cat;300;400
0ede86b28-3;dog;350;480
efda64fa5-3;dog;360;480
6460390c0-2;dog;360;480
356f1ecfb-3;dog;400;300
99b55ee76-13;dog;400;300
8563d2004-2;cat;400;300
0d34bfde7-1;cat;400;300
ff8e4c708-2;dog;400;300
3d9ee26e3-4;dog;245;343
26039ba4f-1;cat;300;400
23829dc63-5;cat;400;300
e3fa09b97-5;dog;399;266
6608d48b2-4;dog;640;480
7b9cc47f0-3;dog;360;480
67e8df1d3-5;cat;400;300
e064d3504-1;dog;271;480
3ca4780f5-2;cat;320;480
bddd63050-5;cat;400;300
63e212498-2;dog;640;480
a01a10c4b-3;cat;640;478
e3a5332ce-3;dog;360;480
3e5627478-2;dog;400;300
a9e753cc1-2;dog;360;480
079785984-3;dog;300;400
063e2d021-2;cat;360;480
5dbd7f61b-1;dog;203;217
af6364af9-2;dog;322;400
8c1658988-2;cat;225;400
04c4a7493-1;dog;400;266
259dc7e9a-1;dog;203;360
ac813296c-4;dog;640;480
458e8f61c-13;cat;360;480
59913444e-6;cat;400;299
7adb5f44c-3;dog;270;480
ee7c25387-3;dog;300;400
21b933087-1;cat;640;434
55fcdea2f-1;cat;400;300
d85a78cf9-1;cat;360;480
2fd882044-5;cat;467;480
0f6b7b928-3;cat;400;240
8e6223402-4;cat;300;400
7a25c5a12-5;cat;400;300
506fa1d6e-4;dog;400;314
f86b59db0-6;dog;300;400
91c4cb54d-5;dog;640;360
c4d225c88-2;cat;360;480
308034707-7;dog;271;479
830b62870-10;dog;360;480
be38039cc-12;dog;400;299
faec94482-2;dog;233;400
859bcc995-4;cat;400;337
c1aa4142d-1;dog;270;480
9e876d171-9;cat;400;225
db3fce97e-3;dog;400;300
861d65847-4;dog;300;400
91306f563-3;dog;400;225
91697ee90-2;dog;300;400
c8f5f9120-1;dog;400;300
e432ee48e-1;cat;640;480
97450a196-1;cat;400;300
23eddf1d8-1;dog;640;640
c4718084c-2;cat;400;300
6c2fa49e8-1;dog;360;480
aaf465c30-5;dog;300;400
a2b2ff582-1;cat;640;640
6178884d1-2;dog;360;480
795a443ea-5;cat;268;400
fa253c6e7-2;dog;400;300
456908d93-7;cat;400;300
da80c8aa2-1;cat;400;300
a21f20530-2;dog;400;300
93e53882d-1;dog;400;300
b854220cb-5;dog;384;384
82f899eaf-14;cat;640;480
11757c072-1;cat;400;300
9197674f9-2;cat;360;480
96477b249-4;dog;400;300
e68926f8d-5;cat;457;480
6df350974-9;cat;640;480
bb567f5cd-1;cat;400;300
ac6d69d99-5;dog;400;266
dd065921b-5;cat;400;300
619d6fdf8-5;dog;400;300
b1d1e399c-3;dog;360;480
96b7978d2-3;dog;225;300
5188ce75b-3;dog;400;300
8ad937f6c-2;dog;640;360
2ca3bc8f5-4;cat;300;400
2f60db1f7-3;dog;400;300
63912e2b8-5;cat;640;427
b7142b615-6;cat;400;300
215345b52-6;dog;127;225
65c2785b3-4;dog;400;300
1fecd2bab-3;dog;640;480
7b8ea11de-1;cat;400;267
5aefb7197-1;dog;293;400
ad6cfec5c-2;dog;400;300
2e2b3f60c-4;dog;337;400
5bd725e47-12;dog;377;480
78c3c7f21-3;dog;300;400
2400b537a-4;dog;640;480
71d36d5c4-10;cat;317;480
2625dcb50-5;dog;427;480
4f6a0e54d-2;cat;640;360
1a4a2e683-2;cat;300;400
de34278bc-1;dog;292;400
f2a6e7dac-1;cat;400;300
c6c14a824-2;cat;640;427
16e922149-4;cat;270;480
05dc47bda-4;dog;304;480
448659511-8;cat;400;300
9c17624f8-1;dog;400;400
fe5ed81fd-3;dog;267;400
53f434ae8-3;dog;270;480
15d4c0bad-4;dog;400;400
ab6c8aca6-1;dog;400;299
b5fcc079e-2;dog;300;400
d3077e6b1-14;dog;640;482
d73b2a4c6-14;dog;213;399
3b178aa59-4;dog;400;267
80fcac43d-15;dog;299;400
cdb855a69-5;dog;640;427
699ee7fa6-5;cat;640;480
5a089c77f-4;dog;270;480
bd8312dcc-1;cat;300;400
a809464ca-2;dog;640;480
6cafa50dd-2;dog;400;300
1557f91e8-4;cat;400;225
1ef39cee1-5;dog;300;400
31da37bc0-9;dog;299;400
2fa8b64b1-1;dog;270;480
fc6976a96-4;dog;400;300
6257ac9e4-4;cat;127;225
485887f4c-6;dog;360;480
cb5ecf136-4;dog;270;480
263e34731-4;cat;400;300
493d9cc81-3;dog;299;400
bac34e381-3;dog;288;480
4b431377d-1;cat;400;300
ad8569001-2;dog;400;244
a2c9be724-14;cat;399;263
e93afb8ff-1;cat;400;300
8f2946027-3;dog;640;360
dc0ee2c73-3;dog;300;400
e0667be3b-2;dog;270;480
86386b0c0-1;dog;342;480
aac1167f3-2;cat;640;480
4fcd7cfe0-3;dog;400;300
ad5692ee7-5;dog;400;300
38733d0a1-4;cat;360;480
681eb7101-12;cat;314;400
0bd83ba72-1;dog;360;480
ac1b33d79-6;cat;400;300
b0c159af4-3;dog;400;300
dd9ee4a38-2;dog;640;480
ec6bb5fb6-7;cat;640;427
406f92f52-1;cat;300;400
7595f467b-2;dog;300;400
8bc07d296-4;dog;640;480
ab293b191-7;dog;640;480
1976719f7-8;cat;640;480
870d3b2aa-1;dog;400;300
2691a20c0-4;cat;639;428
0c28877b7-4;dog;640;480
8673a672d-3;cat;203;360
4f7a70728-13;dog;270;480
86953ea0b-3;cat;640;360
5e8872259-1;cat;360;480
a8f735068-1;cat;360;480
7276be56b-3;cat;640;480
cb0309848-18;dog;360;480
475564ad6-2;dog;360;480
b31d0dd8d-5;cat;300;400
5a567392e-3;dog;400;300
502a2a9db-3;dog;360;480
68838474a-3;dog;258;400
3c59aa98d-1;cat;480;480
dbe30d86f-16;cat;640;478
58d54417f-1;dog;225;300
45e8bd99a-3;cat;400;267
2560aee80-1;dog;400;300
b8976d821-2;dog;640;360
2b9fd4034-2;dog;400;299
90365353e-1;cat;400;300
76a045292-3;dog;270;480
2b5a3c81d-1;dog;127;225
47fc12331-1;dog;640;480
13fcf57ff-8;cat;640;514
e4464efa8-3;cat;400;343
146f076cf-2;dog;360;480
ddafef3c4-3;cat;265;400
fc4989906-2;cat;360;480
db0875ffd-2;cat;400;269
f4ae0ba7a-3;cat;400;300
2f18b4092-2;cat;400;300
d6e6e7d6c-3;dog;360;480
52dae90aa-2;dog;640;480
653f94080-2;dog;360;480
902624c4b-3;dog;275;400
a9092993a-3;cat;640;360
68f3cfdcb-1;dog;400;400
e297b5ede-2;dog;299;400
e481cf862-2;dog;360;480
d45e400b8-3;dog;203;360
c0e61e2f0-6;cat;300;400
0291e8ca0-26;dog;640;640
6eee0e191-3;cat;360;480
20cb13be9-5;dog;400;300
c68936b74-4;dog;400;300
77fa5cdd7-1;dog;360;480
4c5db9ed6-2;dog;437;480
66b206dbe-1;cat;300;400
c1278fe60-1;cat;400;300
8aaa67ff2-1;cat;640;480
079332bdc-1;dog;270;480
a9391d398-4;dog;400;300
cea2544a7-12;dog;221;166
de0a86ccf-1;dog;400;377
1e6130d74-3;cat;360;480
07914c759-6;dog;225;300
ef638b9d9-2;cat;400;300
ae0bc846b-1;dog;300;400
3f7ef9681-1;dog;225;300
ee2e82f01-3;dog;400;300
fac4ca24b-2;cat;480;640
9b09114c4-1;dog;400;299
960de1fad-3;cat;400;300
ccf8c71f6-4;dog;400;300
b7006ed96-1;dog;400;300
765039f34-1;cat;400;300
daa7f33d4-9;cat;400;300
4f7fc967a-2;dog;360;480
f677061e8-6;dog;400;300
fe790ba60-1;dog;300;400
cbd5f7a45-4;cat;203;360
880d3c594-2;cat;400;300
db24c8108-7;cat;400;300
f205b0649-13;cat;360;480
1a9e7158e-10;dog;320;480
f642366b6-1;dog;400;298
1d9604897-3;dog;640;640
1c6aa4b33-4;dog;354;354
45afc38e4-3;cat;400;300
58bfbd845-4;dog;359;480
b7af4869d-4;cat;399;309
f6003c18b-2;dog;360;480
074042a24-3;dog;270;360
846ca7805-11;dog;203;360
b34a4f038-1;dog;640;640
28b64c198-4;cat;360;480
a8249d599-2;cat;360;480
a688a434e-6;cat;640;480
e65ac2a2e-3;cat;400;300
b5cb75a44-3;dog;400;300
ab17ce306-5;cat;400;266
a819792f7-2;cat;640;480
33715275e-4;cat;360;480
d7d1cf92c-2;dog;300;400
8e8779496-3;dog;360;480
f7b533990-7;dog;300;400
358517d09-3;dog;316;480
ca90f9062-3;cat;400;300
bfc46890f-9;dog;640;575
8bdffc917-2;dog;400;300
ade6b8efc-3;cat;400;300
1c69743d6-2;cat;640;480
e4deffd71-4;dog;400;225
0ea2638e9-4;dog;360;480
75bc667ae-7;dog;400;300
c67aca639-2;cat;300;400
1635eac9a-3;dog;640;640
d4e83ee5b-1;dog;243;400
